23-12-26.858000,"""Scanner enabled\r\n""" 
23-15-30.030000,"7 53"""
23-15-30.043000,"6 47"""
23-15-30.056000, 0 0 0 0 0 0 0 0
23-15-30.061000,0 0 0 0 0 0 0 0
23-15-30.062000,0 0 0 0 0 0 0 0
23-15-30.063000,0 0 0 0 0 0 0 0
23-15-30.064000,0 0 0 0 0 0 44 44
23-15-30.064000,49 0 44 44 0 0 0 0
23-15-30.065000,55 46 0 0 0 45 0 0
23-15-30.066000,"0 0 0 0 0 0 0""1 44"""
23-15-30.068000,"2 45"""
23-15-30.068000,"8 51"""
23-15-30.069000,"3 48"""
23-15-30.069000,"5 51"""
23-15-30.072000,"7 53"""
23-15-30.073000,"4 49"""
23-15-30.074000,"6 47"""
23-15-30.085000,"1 45"""
23-15-30.099000, 0 0 63 0 62 0 0 0
23-15-30.100000,48 0 44 44 0 0 0 0
23-15-30.101000,0 0 0 0 0 0 0 0
23-15-30.102000,57 0 44 0 44 0 0 0
23-15-30.102000,0 0 0 0 0 0 44 0
23-15-30.103000,49 44 44 44 0 0 0 0
23-15-30.103000,0 47 0 0 0 45 0 44
23-15-30.104000,"0 0 0""2 45"""
23-15-30.105000,"3 48"""
23-15-30.105000,"5 51"""
23-15-30.106000,"4 49"""
23-15-30.112000,"6 46"""
23-15-30.118000,"7 53"""
23-15-30.118000,"1 44"""
23-15-30.119000,"8 51"""
23-15-30.122000,"2 45"""
23-15-30.129000,"3 48"""
23-15-30.130000,"5 51"""
23-15-30.138000, 0 0 0 0 62 0 55 0
23-15-30.139000,0 0 44 0 44 0 0 0
23-15-30.140000,0 44 0 0 44 0 0 0
23-15-30.140000,0 0 0 0 0 0 0 0
23-15-30.143000,0 0 0 0 0 0 44 44
23-15-30.143000,49 0 44 44 0 0 0 0
23-15-30.156000,0 0 0 0 0 45 0 0
23-15-30.159000,"0 0 0 51 ""1 44"""
23-15-30.160000,"6 47"""
23-15-30.160000,"5 51"""
23-15-30.161000,"2 45"""
23-15-30.164000,"3 48"""
23-15-30.164000,"8 51"""
23-15-30.169000,"4 49"""
23-15-30.170000,"1 44"""
23-15-30.178000, 0 0 0 0 0 0 55 48
23-15-30.189000,46 0 0 0 44 0 0 0
23-15-30.190000,0 44 0 0 44 0 0 0
23-15-30.194000,0 44 44 0 44 0 0 0
23-15-30.195000,61 0 0 0 0 0 0 0
23-15-30.196000,0 44 44 44 0 0 0 0
23-15-30.197000,0 0 0 0 0 0 0 0
23-15-30.200000,"0 0 0 0 ""6 47"""
23-15-30.200000,"3 48"""
23-15-30.200000,"5 51"""
23-15-30.201000,"2 45"""
23-15-30.201000,"8 51"""
23-15-30.202000,"4 49"""
23-15-30.203000,"1 44"""
23-15-30.217000, 0 0 0 56 0 48 0 0
23-15-30.222000,46 0 0 0 0 0 46 44
23-15-30.223000,0 0 0 0 0 0 0 0
23-15-30.225000,0 0 44 0 44 0 0 0
23-15-30.226000,60 44 0 0 0 0 44 44
23-15-30.227000,0 0 0 0 0 0 0 0
23-15-30.227000,0 0 0 0 0 0 0 0
23-15-30.228000,"0 0 0 51 0""3 48"""
23-15-30.228000,"5 51"""
23-15-30.229000,"7 53"""
23-15-30.229000,"4 49"""
23-15-30.230000,"8 51"""
23-15-30.256000, 0 0 0 0 0 0 0 0
23-15-30.263000,0 0 0 0 0 0 0 0
23-15-30.265000,0 0 0 0 0 0 0 0
23-15-30.268000,0 0 44 0 44 0 0 0
23-15-30.271000,0 0 0 0 0 0 0 0
23-15-30.274000,0 0 0 0 0 0 0 0
23-15-30.281000,0 0 0 0 0 0 0 0
23-15-30.285000,"48 44 0 51 0 0 0 0""1 44"""
23-15-30.288000,"5 51"""
23-15-30.290000,"7 53"""
23-15-30.297000,"2 45"""
23-15-30.303000,"4 49"""
23-15-30.306000,"6 47"""
23-15-30.308000,"8 51"""
23-15-30.312000,"5 51"""
23-15-30.317000, 0 0 0 0 0 0 0 0
23-15-30.321000,0 0 44 44 0 44 0 0
23-15-30.322000,0 0 0 0 0 0 0 0
23-15-30.322000,58 0 44 0 44 0 0 0
23-15-30.323000,0 0 0 0 0 0 44 44
23-15-30.323000,49 0 44 44 0 0 0 0
23-15-30.324000,0 0 0 0 0 0 0 0
23-15-30.324000,"48 44 0 51""2 45"""
23-15-30.325000,"4 49"""
23-15-30.326000,"6 46"""
23-15-30.326000,"7 53"""
23-15-30.327000,"3 48"""
23-15-30.327000,"5 51"""
23-15-30.328000,"8 51"""
23-15-30.338000,"2 45"""
23-15-30.339000, 0 0 0 0 0 0 0 0
23-15-30.339000,0 0 44 44 44 0 0 0
23-15-30.340000,0 0 0 0 44 0 0 0
23-15-30.340000,0 44 44 0 44 0 0 0
23-15-30.341000,0 0 0 0 0 0 44 0
23-15-30.341000,0 44 44 44 0 0 0 0
23-15-30.342000,0 0 0 0 0 45 0 0
23-15-30.343000,"0 0 0 51 ""4 49"""
23-15-30.344000,"1 44"""
23-15-30.345000,"6 46"""
23-15-30.346000,"5 51"""
23-15-30.350000,"3 48"""
23-15-30.352000,"8 51"""
23-15-30.355000,"2 45"""
23-15-30.361000,"4 49"""
23-15-30.364000,"1 44"""
23-15-30.378000, 0 0 0 0 0 0 0 48
23-15-30.381000,46 0 0 0 0 0 0 44
23-15-30.381000,65 44 0 0 44 0 0 0
23-15-30.382000,0 0 44 0 44 0 0 0
23-15-30.382000,61 0 0 0 0 0 0 44
23-15-30.383000,0 0 44 44 0 0 0 0
23-15-30.384000,0 0 0 0 0 0 0 0
23-15-30.384000,"0 0 0 51 ""6 47"""
23-15-30.385000,"3 48"""
23-15-30.386000,"4 49"""
23-15-30.386000,"8 51"""
23-15-30.387000,"5 51"""
23-15-30.388000,"2 45"""
23-15-30.399000,"1 44"""
23-15-30.402000,"6 47"""
23-15-30.417000, 0 0 0 57 0 48 0 0
23-15-30.418000,46 0 0 0 0 0 0 44
23-15-30.420000,0 0 0 0 0 0 0 0
23-15-30.421000,0 0 44 0 0 0 0 0
23-15-30.422000,61 44 0 0 0 0 0 44
23-15-30.423000,0 0 44 44 0 0 0 0
23-15-30.423000,0 0 0 0 0 0 0 0
23-15-30.424000,"0 0 0 51 0 ""1 44"""
23-15-30.424000,"3 48"""
23-15-30.426000,"8 51"""
23-15-30.427000,"5 51"""
23-15-30.427000,"7 53"""
23-15-30.432000,"2 45"""
23-15-30.433000,"4 49"""
23-15-30.433000,"6 47"""
23-15-30.444000,"1 44"""
23-15-30.445000,"3 48"""
23-15-30.456000, 0 0 0 56 0 0 0 0
23-15-30.457000,46 0 0 0 0 44 0 0
23-15-30.460000,0 0 0 0 44 0 0 0
23-15-30.464000,0 0 44 0 44 0 0 0
23-15-30.464000,0 0 0 0 0 0 0 0
23-15-30.468000,49 0 44 44 0 0 0 0
23-15-30.468000,0 0 0 0 0 0 0 0
23-15-30.469000,"0 0 0 0 0 0 ""5 51"""
23-15-30.470000,"4 49"""
23-15-30.470000,"2 45"""
23-15-30.473000,"6 47"""
23-15-30.479000,"8 51"""
23-15-30.487000,"5 51"""
23-15-30.497000, 0 0 0 0 0 0 0 0
23-15-30.498000,0 0 0 0 0 0 0 0
23-15-30.499000,0 0 0 0 0 0 0 0
23-15-30.500000,0 44 44 0 44 0 0 0
23-15-30.501000,0 0 0 0 0 0 44 44
23-15-30.502000,49 44 44 44 0 0 0 0
23-15-30.503000,0 0 0 0 0 0 0 0
23-15-30.504000,"48 44 0 51 0""4 50"""
23-15-30.508000,"2 45"""
23-15-30.509000,"6 46"""
23-15-30.516000,"7 53"""
23-15-30.523000,"5 51"""
23-15-30.524000,"8 51"""
23-15-30.524000,"4 49"""
23-15-30.526000,"2 45"""
23-15-30.538000, 0 0 0 0 0 0 0 0
23-15-30.539000,0 0 44 0 0 0 46 44
23-15-30.540000,0 0 0 0 0 0 0 0
23-15-30.541000,0 44 44 0 44 0 0 0
23-15-30.543000,0 0 0 0 0 0 44 0
23-15-30.557000,0 44 44 44 0 0 0 0
23-15-30.557000,0 0 0 0 0 45 0 44
23-15-30.557000,"0 0 0 0 0""1 44"""
23-15-30.558000,"2 45"""
23-15-30.560000,"6 47"""
23-15-30.560000,"3 48"""
23-15-30.561000,"5 51"""
23-15-30.561000,"7 53"""
23-15-30.564000,"8 51"""
23-15-30.564000,"4 49"""
23-15-30.567000,"1 44"""
23-15-30.578000, 0 47 0 0 0 0 55 48
23-15-30.579000,0 0 0 0 0 0 46 44
23-15-30.579000,0 0 0 0 0 0 0 0
23-15-30.580000,0 0 44 0 44 0 0 0
23-15-30.581000,61 44 0 0 0 0 0 44
23-15-30.582000,0 0 0 0 0 0 0 0
23-15-30.582000,0 0 0 0 0 45 0 44
23-15-30.590000,"0 0 0 51 ""2 45"""
23-15-30.590000,"3 48"""
23-15-30.591000,"7 53"""
23-15-30.591000,"4 49"""
23-15-30.595000,"8 51"""
23-15-30.595000,"6 47"""
23-15-30.600000,"1 44"""
23-15-30.602000,"2 45"""
23-15-30.618000, 0 0 0 0 0 50 0 48
23-15-30.619000,0 0 0 0 0 44 46 44
23-15-30.620000,0 0 0 0 0 0 0 0
23-15-30.620000,0 0 44 0 0 0 0 0
23-15-30.621000,0 0 0 0 0 0 0 0
23-15-30.621000,0 0 44 44 0 0 0 0
23-15-30.622000,55 46 0 0 0 45 0 44
23-15-30.622000,"0 0 0 51 ""1 44"""
23-15-30.623000,"7 53"""
23-15-30.624000,"2 45"""
23-15-30.626000,"8 51"""
23-15-30.627000,"4 49"""
23-15-30.638000,"6 47"""
23-15-30.653000,"1 44"""
23-15-30.658000,"7 53"""
23-15-30.663000, 0 0 0 57 0 48 0 0
23-15-30.665000,0 0 0 0 0 0 0 0
23-15-30.667000,0 0 0 0 0 0 0 0
23-15-30.669000,0 0 44 0 0 0 0 0
23-15-30.674000,0 0 0 0 0 0 0 0
23-15-30.677000,0 0 0 44 0 0 0 0
23-15-30.693000,55 46 0 0 0 45 0 44
23-15-30.697000,"0 0 0 0 0 0 0""4 49"""
23-15-30.698000,"1 44"""
23-15-30.698000,"7 53"""
23-15-30.699000,"2 45"""
23-15-30.700000,"8 51"""
23-15-30.700000, 0 0 0 56 0 0 0 0
23-15-30.701000,46 0 0 44 0 44 0 0
23-15-30.703000,0 0 0 0 0 0 0 0
23-15-30.703000,0 0 0 0 0 0 0 0
23-15-30.704000,0 0 0 0 0 0 0 0
23-15-30.705000,0 0 0 0 0 0 0 0
23-15-30.706000,0 0 0 0 0 45 0 0
23-15-30.706000,"48 44 0 51 0 44 ""6 47"""
23-15-30.707000,"3 48"""
23-15-30.707000,"5 51"""
23-15-30.709000,"1 44"""
23-15-30.719000,"2 45"""
23-15-30.722000,"7 53"""
23-15-30.723000,"4 49"""
23-15-30.740000, 0 0 63 56 62 0 0 0
23-15-30.741000,46 0 44 44 44 0 0 0
23-15-30.741000,0 0 0 0 0 0 0 0
23-15-30.743000,58 44 44 0 44 0 0 0
23-15-30.743000,0 0 0 0 0 0 44 44
23-15-30.744000,49 44 44 44 0 0 0 0
23-15-30.744000,0 46 0 0 0 45 0 44
23-15-30.745000,"0""6 46"""
23-15-30.745000,"1 44"""
23-15-30.746000,"2 45"""
23-15-30.752000,"3 48"""
23-15-30.752000,"5 51"""
23-15-30.753000,"7 53"""
23-15-30.754000,"4 49"""
23-15-30.763000,"6 47"""
23-15-30.765000,"1 44"""
23-15-30.777000, 0 0 63 0 62 0 55 0
23-15-30.778000,0 0 0 0 0 0 0 0
23-15-30.779000,0 0 0 0 0 0 0 0
23-15-30.782000,58 44 44 0 44 0 0 0
23-15-30.785000,0 0 0 0 0 0 44 0
23-15-30.787000,49 44 44 44 0 0 0 0
23-15-30.788000,0 0 0 0 0 45 0 0
23-15-30.788000,"0 0 0 0 ""3 48"""
23-15-30.789000,"5 51"""
23-15-30.789000,"7 53"""
23-15-30.792000,"4 49"""
23-15-30.793000,"6 47"""
23-15-30.798000,"1 44"""
23-15-30.801000,"2 45"""
23-15-30.805000,"3 48"""
23-15-30.819000, 0 0 0 0 0 0 55 0
23-15-30.820000,46 0 0 0 0 0 46 0
23-15-30.821000,65 44 0 0 44 0 48 0
23-15-30.821000,0 0 44 0 44 0 0 0
23-15-30.821000,0 0 0 0 0 0 44 0
23-15-30.822000,0 0 44 44 0 0 0 0
23-15-30.822000,0 0 0 0 0 45 0 0
23-15-30.823000,"0 0 0 0 ""5 51"""
23-15-30.823000,"7 53"""
23-15-30.824000,"4 49"""
23-15-30.830000,"1 44"""
23-15-30.832000,"6 47"""
23-15-30.834000,"2 45"""
23-15-30.841000,"3 48"""
23-15-30.846000,"8 51"""
23-15-30.853000,"5 51"""
23-15-30.859000, 0 0 0 0 0 0 55 0
23-15-30.863000,46 0 0 0 0 0 46 0
23-15-30.868000,65 44 0 0 44 0 48 0
23-15-30.868000,0 0 44 0 44 0 0 0
23-15-30.869000,61 44 0 0 0 0 44 44
23-15-30.869000,0 0 44 44 0 0 0 0
23-15-30.869000,0 0 0 0 0 0 0 0
23-15-30.870000,"0 0 0 ""4 49"""
23-15-30.871000,"1 44"""
23-15-30.871000,"2 45"""
23-15-30.874000,"6 48"""
23-15-30.875000,"3 48"""
23-15-30.878000,"7 53"""
23-15-30.879000,"5 51"""
23-15-30.880000,"8 51"""
23-15-30.881000,"4 49"""
23-15-30.888000,"1 44"""
23-15-30.901000, 0 0 0 56 0 48 0 0
23-15-30.903000,46 0 0 44 0 44 0 0
23-15-30.903000,64 44 0 0 44 0 48 45
23-15-30.904000,0 0 44 0 44 0 0 0
23-15-30.905000,61 44 0 0 0 0 44 0
23-15-30.905000,0 0 0 44 0 0 0 0
23-15-30.908000,55 46 0 0 0 45 0 0
23-15-30.909000,"0 ""2 45"""
23-15-30.910000,"6 47"""
23-15-30.913000,"3 48"""
23-15-30.914000,"5 51"""
23-15-30.914000,"7 53"""
23-15-30.915000,"8 51"""
23-15-30.915000,"4 49"""
23-15-30.918000,"1 44"""
23-15-30.922000,"2 45"""
23-15-30.940000, 0 0 0 56 0 48 0 0
23-15-30.943000,46 0 0 44 0 44 0 0
23-15-30.943000,0 0 0 0 0 0 0 0
23-15-30.944000,0 0 44 0 44 0 0 0
23-15-30.945000,0 0 44 0 0 0 0 44
23-15-30.945000,0 0 0 0 0 0 0 0
23-15-30.946000,55 46 0 0 0 45 0 44
23-15-30.947000,"48 44 0 ""3 48"""
23-15-30.948000,"7 53"""
23-15-30.948000,"4 49"""
23-15-30.949000,"8 51"""
23-15-30.949000,"5 51"""
23-15-30.956000,"2 45"""
23-15-30.965000,"3 48"""
23-15-30.978000, 0 0 0 0 0 0 0 0
23-15-30.981000,0 0 0 44 0 44 0 0
23-15-30.981000,0 0 0 0 0 0 48 45
23-15-30.981000,0 0 0 0 0 0 0 0
23-15-30.982000,0 0 44 0 0 0 44 44
23-15-30.982000,0 0 0 0 0 0 0 0
23-15-30.983000,0 0 0 0 0 45 0 44
23-15-30.983000,"48 44 0 51 0""1 44"""
23-15-30.990000,"7 53"""
23-15-30.990000,"2 45"""
23-15-30.991000,"8 51"""
23-15-30.991000,"5 51"""
23-15-30.994000,"4 49"""
23-15-30.995000,"6 47"""
23-15-30.997000,"3 48"""
23-15-31.008000,"1 45"""
23-15-31.010000,"7 53"""
23-15-31.019000, 0 0 63 0 62 0 0 0
23-15-31.023000,47 0 0 44 0 44 0 0
23-15-31.023000,0 0 0 0 0 0 48 45
23-15-31.024000,0 0 0 0 0 0 48 45
23-15-31.025000,0 0 44 0 44 0 0 0
23-15-31.028000,0 0 0 0 0 0 44 0
23-15-31.030000,49 0 0 44 0 0 0 0
23-15-31.030000,0 46 0 0 0 45 0 44
23-15-31.031000,"0 0 0 ""2 45"""
23-15-31.032000,"5 51"""
23-15-31.039000,"4 49"""
23-15-31.041000,"6 46"""
23-15-31.044000,"3 48"""
23-15-31.055000,"7 53"""
23-15-31.057000,"1 44"""
23-15-31.058000,"8 51"""
23-15-31.058000,"2 45"""
23-15-31.059000,"5 51"""
23-15-31.061000, 0 0 63 0 63 0 55 0
23-15-31.062000,46 0 44 0 44 0 0 0
23-15-31.063000,0 0 0 0 0 0 48 0
23-15-31.064000,0 44 44 0 44 0 0 0
23-15-31.088000,60 0 44 0 0 0 44 44
23-15-31.089000,49 44 0 44 0 0 0 0
23-15-31.089000,0 0 0 0 0 45 0 0
23-15-31.090000,"0 0""4 49"""
23-15-31.090000,"1 44"""
23-15-31.091000,"6 47"""
23-15-31.091000,"3 48"""
23-15-31.092000,"5 51"""
23-15-31.093000,"7 53"""
23-15-31.094000,"8 51"""
23-15-31.095000,"4 49"""
23-15-31.096000,"1 44"""
23-15-31.098000, 0 0 0 0 0 0 56 48
23-15-31.107000,0 0 0 0 0 0 0 0
23-15-31.108000,0 0 0 0 0 0 0 0
23-15-31.109000,0 0 0 0 44 0 0 0
23-15-31.110000,61 0 44 0 0 0 0 0
23-15-31.110000,0 0 0 44 0 0 0 0
23-15-31.111000,0 0 0 0 0 45 0 44
23-15-31.112000,"0 0 0 0 0 44 ""6 47"""
23-15-31.113000,"3 48"""
23-15-31.113000,"5 51"""
23-15-31.114000,"2 45"""
23-15-31.121000,"8 51"""
23-15-31.121000,"4 49"""
23-15-31.122000,"1 44"""
23-15-31.122000,"6 47"""
23-15-31.137000, 0 0 0 0 0 0 0 48
23-15-31.138000,46 0 0 0 0 0 46 44
23-15-31.139000,0 0 0 0 0 0 0 0
23-15-31.141000,0 0 0 0 44 0 0 0
23-15-31.142000,61 44 44 0 0 0 44 44
23-15-31.143000,0 0 0 44 0 0 0 0
23-15-31.144000,0 0 0 0 0 0 0 0
23-15-31.144000,"0 0 0 51 0""3 48"""
23-15-31.145000,"2 45"""
23-15-31.146000,"4 49"""
23-15-31.146000,"8 51"""
23-15-31.152000,"1 44"""
23-15-31.165000,"3 48"""
23-15-31.176000, 0 0 0 56 0 48 0 0
23-15-31.180000,0 0 0 0 0 0 0 0
23-15-31.182000,0 44 0 0 0 0 0 45
23-15-31.182000,0 0 0 0 45 0 0 0
23-15-31.183000,0 0 0 0 0 0 0 0
23-15-31.184000,0 0 0 0 0 0 0 0
23-15-31.184000,0 0 0 0 0 0 0 0
23-15-31.185000,"0 0 0 51 0 44 0 ""1 44"""
23-15-31.186000,"5 51"""
23-15-31.186000,"7 53"""
23-15-31.187000,"2 45"""
23-15-31.189000,"4 49"""
23-15-31.206000,"6 47"""
23-15-31.207000,"3 48"""
23-15-31.207000,"8 51"""
23-15-31.208000,"1 44"""
23-15-31.209000,"5 51"""
23-15-31.217000, 0 0 0 56 0 49 0 0
23-15-31.218000,0 0 0 0 0 0 0 0
23-15-31.218000,0 44 0 0 0 0 48 0
23-15-31.219000,0 0 0 0 44 0 0 0
23-15-31.223000,0 0 44 0 0 0 44 44
23-15-31.223000,0 0 0 44 0 0 0 0
23-15-31.224000,0 0 0 0 0 0 0 0
23-15-31.228000,"48 44 0 51 0""4 49"""
23-15-31.229000,"3 48"""
23-15-31.229000,"6 47"""
23-15-31.236000,"7 53"""
23-15-31.239000,"5 51"""
23-15-31.240000,"8 51"""
23-15-31.241000,"2 45"""
23-15-31.257000, 0 0 0 0 0 0 0 0
23-15-31.259000,46 0 0 44 0 44 0 0
23-15-31.260000,0 0 0 0 0 0 0 0
23-15-31.260000,0 0 0 0 44 0 0 0
23-15-31.261000,0 0 44 0 0 0 44 0
23-15-31.262000,49 0 0 44 0 0 0 0
23-15-31.263000,0 0 0 0 0 45 0 0
23-15-31.263000,"48 0 0 51 0 ""4 49"""
23-15-31.264000,"1 44"""
23-15-31.264000,"6 47"""
23-15-31.265000,"3 48"""
23-15-31.267000,"5 51"""
23-15-31.273000,"7 53"""
23-15-31.274000,"8 51"""
23-15-31.275000,"2 45"""
23-15-31.282000,"4 49"""
23-15-31.286000,"1 45"""
23-15-31.299000, 0 0 64 0 0 0 55 48
23-15-31.300000,0 0 0 44 0 44 0 0
23-15-31.300000,0 0 0 0 0 0 0 0
23-15-31.301000,57 0 0 0 44 0 0 0
23-15-31.301000,61 0 44 0 0 0 0 44
23-15-31.303000,0 0 0 44 0 0 0 0
23-15-31.304000,0 46 0 0 0 45 0 44
23-15-31.304000,"0 44 0 ""6 49"""
23-15-31.305000,"3 48"""
23-15-31.305000,"7 53"""
23-15-31.307000,"4 49"""
23-15-31.310000,"8 51"""
23-15-31.310000,"2 45"""
23-15-31.311000,"5 51"""
23-15-31.318000,"1 44"""
23-15-31.323000,"6 47"""
23-15-31.325000,"3 48"""
23-15-31.340000, 0 0 0 0 0 0 55 48
23-15-31.352000,0 0 0 44 0 44 0 0
23-15-31.356000,0 0 0 0 0 0 48 45
23-15-31.357000,0 0 0 0 0 0 0 0
23-15-31.357000,62 0 44 0 0 0 44 44
23-15-31.358000,0 44 0 44 0 0 0 0
23-15-31.358000,55 46 0 0 0 45 0 44
23-15-31.363000,"0 44 ""1 44"""
23-15-31.364000,"7 53"""
23-15-31.365000,"2 45"""
23-15-31.366000,"8 51"""
23-15-31.366000,"5 51"""
23-15-31.367000,"4 49"""
23-15-31.367000,"6 47"""
23-15-31.368000,"3 48"""
23-15-31.369000,"1 44"""
23-15-31.369000,"7 53"""
23-15-31.376000, 0 47 0 57 0 0 0 0
23-15-31.377000,0 0 0 0 0 0 0 0
23-15-31.379000,0 0 0 0 0 0 48 45
23-15-31.381000,0 0 0 0 0 0 0 0
23-15-31.385000,0 0 0 0 0 0 0 0
23-15-31.386000,0 44 0 44 0 0 0 0
23-15-31.386000,0 0 0 0 0 45 0 44
23-15-31.387000,"0 0 0 0 0 0 0""2 45"""
23-15-31.387000,"5 51"""
23-15-31.388000,"4 49"""
23-15-31.389000,"6 46"""
23-15-31.390000,"3 48"""
23-15-31.395000,"7 53"""
23-15-31.406000,"1 44"""
23-15-31.407000,"8 51"""
23-15-31.407000,"2 45"""
23-15-31.408000,"5 51"""
23-15-31.420000, 0 0 63 0 63 0 55 0
23-15-31.421000,0 0 44 0 0 0 46 44
23-15-31.423000,0 0 0 0 0 0 48 0
23-15-31.428000,0 0 0 0 0 0 0 0
23-15-31.430000,61 44 44 0 0 0 44 44
23-15-31.441000,49 0 0 44 0 0 0 0
23-15-31.445000,0 0 0 0 0 45 0 0
23-15-31.445000,"48 0 0""4 49"""
23-15-31.446000,"1 45"""
23-15-31.447000,"2 45"""
23-15-31.448000,"6 47"""
23-15-31.448000,"3 48"""
23-15-31.449000,"5 51"""
23-15-31.451000,"7 53"""
23-15-31.454000,"8 51"""
23-15-31.455000,"4 49"""
23-15-31.455000,"1 44"""
23-15-31.457000, 0 0 0 0 0 0 55 48
23-15-31.458000,46 0 0 0 0 0 46 44
23-15-31.459000,0 0 0 0 0 0 0 0
23-15-31.462000,0 0 0 0 44 0 0 0
23-15-31.463000,61 44 44 0 0 0 0 0
23-15-31.465000,0 0 0 44 0 0 0 0
23-15-31.466000,0 0 0 0 0 45 0 44
23-15-31.467000,"0 0 0 0 0""2 45"""
23-15-31.467000,"6 47"""
23-15-31.469000,"3 48"""
23-15-31.470000,"5 51"""
23-15-31.476000,"7 53"""
23-15-31.477000,"8 51"""
23-15-31.477000,"4 49"""
23-15-31.479000,"1 44"""
23-15-31.480000,"2 45"""
23-15-31.481000,"6 47"""
23-15-31.484000,"3 48"""
23-15-31.500000, 0 0 0 56 0 48 0 0
23-15-31.500000,46 0 0 0 0 0 46 44
23-15-31.501000,65 44 0 0 0 0 48 45
23-15-31.505000,0 0 0 0 44 0 0 0
23-15-31.505000,61 0 44 0 0 0 44 44
23-15-31.506000,0 0 0 44 0 0 0 0
23-15-31.506000,0 0 0 0 0 45 0 44
23-15-31.506000,"0 0 ""5 51"""
23-15-31.507000,"4 49"""
23-15-31.508000,"8 51"""
23-15-31.515000,"2 45"""
23-15-31.517000,"3 48"""
23-15-31.535000, 0 0 0 0 0 0 0 0
23-15-31.539000,0 0 0 44 0 44 0 0
23-15-31.540000,0 44 0 0 0 0 0 45
23-15-31.540000,0 0 0 0 0 0 0 0
23-15-31.541000,0 0 0 0 0 0 0 0
23-15-31.541000,0 0 0 0 0 0 0 0
23-15-31.542000,0 0 0 0 0 0 0 0
23-15-31.543000,"48 0 0 51 0 44 0 ""1 44"""
23-15-31.544000,"5 51"""
23-15-31.544000,"7 53"""
23-15-31.545000,"2 45"""
23-15-31.546000,"4 49"""
23-15-31.551000,"3 48"""
23-15-31.553000,"6 47"""
23-15-31.559000,"8 51"""
23-15-31.564000,"1 44"""
23-15-31.572000,"5 51"""
23-15-31.577000, 0 0 0 56 0 0 0 0
23-15-31.582000,0 0 0 0 0 0 0 0
23-15-31.582000,0 44 0 0 0 0 48 0
23-15-31.583000,0 0 0 0 44 0 0 0
23-15-31.583000,0 0 44 0 0 0 44 44
23-15-31.584000,0 0 0 44 0 0 0 0
23-15-31.585000,0 0 0 0 0 0 0 0
23-15-31.586000,"48 44 0 51 0 ""4 49"""
23-15-31.586000,"3 48"""
23-15-31.587000,"6 47"""
23-15-31.596000,"7 53"""
23-15-31.598000,"5 51"""
23-15-31.600000,"8 51"""
23-15-31.602000,"2 45"""
23-15-31.617000, 0 0 0 0 0 0 0 0
23-15-31.618000,0 0 0 44 0 44 0 0
23-15-31.618000,0 0 0 0 0 0 0 0
23-15-31.619000,0 0 0 0 0 0 0 0
23-15-31.620000,0 0 44 0 0 0 44 0
23-15-31.620000,49 0 0 44 0 0 0 0
23-15-31.621000,0 0 0 0 0 45 0 0
23-15-31.622000,"48 0 0 51 0 44""1 44"""
23-15-31.624000,"6 47"""
23-15-31.624000,"3 48"""
23-15-31.627000,"5 51"""
23-15-31.632000,"8 51"""
23-15-31.635000,"2 45"""
23-15-31.636000,"7 53"""
23-15-31.646000,"4 49"""
23-15-31.647000,"1 44"""
23-15-31.661000, 0 0 0 0 0 0 55 48
23-15-31.661000,0 0 0 0 0 44 0 0
23-15-31.667000,0 0 0 0 0 0 0 0
23-15-31.668000,0 0 0 0 44 0 0 0
23-15-31.669000,61 0 44 0 0 0 0 44
23-15-31.669000,0 44 0 44 0 0 0 0
23-15-31.670000,0 46 0 0 0 45 0 44
23-15-31.670000,"0 44 0 0 ""6 47"""
23-15-31.671000,"3 48"""
23-15-31.671000,"4 49"""
23-15-31.672000,"8 51"""
23-15-31.672000,"2 45"""
23-15-31.673000,"5 51"""
23-15-31.673000,"7 53"""
23-15-31.678000,"1 44"""
23-15-31.687000,"6 47"""
23-15-31.688000,"3 48"""
23-15-31.699000, 0 47 0 56 0 48 0 0
23-15-31.700000,0 0 0 44 0 0 0 0
23-15-31.701000,65 0 0 0 0 0 48 45
23-15-31.701000,0 0 0 0 0 0 0 0
23-15-31.702000,61 0 44 0 0 0 44 44
23-15-31.703000,0 44 0 44 0 0 0 0
23-15-31.704000,0 0 0 0 0 45 0 44
23-15-31.704000,"0 44 0""8 51"""
23-15-31.705000,"5 51"""
23-15-31.705000,"7 53"""
23-15-31.710000,"4 49"""
23-15-31.711000,"6 47"""
23-15-31.718000,"3 48"""
23-15-31.725000,"1 44"""
23-15-31.737000, 0 47 0 57 0 0 0 0
23-15-31.740000,0 0 0 0 44 0 0 0
23-15-31.740000,0 0 0 0 0 44 48 45
23-15-31.740000,0 0 0 0 0 0 0 0
23-15-31.741000,0 0 0 0 0 0 0 0
23-15-31.741000,0 44 0 44 0 0 0 0
23-15-31.742000,0 0 0 0 0 0 0 0
23-15-31.743000,"0 0 0 0 0 0 0""2 45"""
23-15-31.743000,"5 51"""
23-15-31.744000,"4 49"""
23-15-31.744000,"3 48"""
23-15-31.752000,"6 47"""
23-15-31.760000,"7 53"""
23-15-31.760000,"1 44"""
23-15-31.761000,"8 51"""
23-15-31.761000,"2 45"""
23-15-31.766000,"5 51"""
23-15-31.778000, 0 47 0 0 0 0 0 0
23-15-31.779000,0 0 0 0 44 0 0 0
