22-41-32.858000,--------------------------
22-43-48.716000,[R]: 4 
22-43-48.732000,S 6 	RSSI: 44
22-43-48.733000,[R]: 5 
22-43-48.746000,[R]: 6 
22-43-48.746000,S 8 	RSSI: 44
22-43-48.747000,[R]: 7 
22-43-48.748000,[R]: 8 
22-43-48.748000,[R]: 1 
22-43-48.749000,S 1 	RSSI: 55
22-43-48.749000,[R]: 2 
22-43-48.752000,[R]: 50 
22-43-48.753000,[R]: 3 
22-43-48.763000,[R]: 4 
22-43-48.790000,S 6 	RSSI: 44
22-43-48.791000,[R]: 5 
22-43-48.791000,S 4 	RSSI: 44
22-43-48.792000,[R]: 6 
22-43-48.792000,[R]: 7 
22-43-48.793000,[R]: 8 
22-43-48.796000,S 7 	RSSI: 44
22-43-48.828000,[R]: 1 
22-43-48.829000,S 1 	RSSI: 55
22-43-48.829000,[R]: 2 
22-43-48.830000,[R]: 50 
22-43-48.831000,[R]: 3 
22-43-48.831000,[R]: 20 
22-43-48.838000,[R]: 1 
22-43-48.838000,S 1 	RSSI: 55
22-43-48.864000,[R]: 2 
22-43-48.865000,[R]: 50 
22-43-48.866000,[R]: 3 
22-43-48.867000,S 3 	RSSI: 44
22-43-48.867000,[R]: 4 
22-43-48.868000,S 4 	RSSI: 44
22-43-48.868000,[R]: 5 
22-43-48.869000,[R]: 6 
22-43-48.870000,[R]: 7 
22-43-48.876000,S 7 	RSSI: 44
22-43-48.880000,[R]: 8 
22-43-48.880000,[R]: 1 
22-43-48.901000,S 1 	RSSI: 55
22-43-48.901000,[R]: 2 
22-43-48.902000,[R]: 50 
22-43-48.902000,[R]: 3 
22-43-48.904000,S 3 	RSSI: 44
22-43-48.904000,S 5 	RSSI: 44
22-43-48.905000,[R]: 4 
22-43-48.906000,[R]: 5 
22-43-48.906000,[R]: 6 
22-43-48.907000,[R]: 7 
22-43-48.907000,[R]: 8 
22-43-48.908000,[R]: 1 
22-43-48.908000,S 1 	RSSI: 55
22-43-48.909000,[R]: 2 
22-43-48.910000,[R]: 50 
22-43-48.911000,[R]: 3 
22-43-48.943000,S 5 	RSSI: 44
22-43-48.943000,[R]: 4 
22-43-48.948000,[R]: 5 
22-43-48.966000,[R]: 6 
22-43-48.983000,[R]: 7 
22-43-48.984000,[R]: 8 
22-43-48.994000,S 5 	RSSI: 44
22-43-48.996000,[R]: 1 
22-43-48.999000,S 1 	RSSI: 55
22-43-49.018000,[R]: 2 
22-43-49.018000,[R]: 50 
22-43-49.019000,[R]: 3 
22-43-49.019000,[R]: 4 
22-43-49.020000,[R]: 5 
22-43-49.020000,[R]: 20 
22-43-49.021000,[R]: 1 
22-43-49.021000,S 1 	RSSI: 55
22-43-49.025000,[R]: 2 
22-43-49.026000,[R]: 50 
22-43-49.030000,[R]: 3 
22-43-49.032000,[R]: 4 
22-43-49.045000,[R]: 5 
22-43-49.046000,S 5 	RSSI: 44
22-43-49.065000,[R]: 6 
22-43-49.066000,[R]: 7 
22-43-49.066000,[R]: 8 
22-43-49.067000,[R]: 1 
22-43-49.067000,S 1 	RSSI: 55
22-43-49.068000,[R]: 2 
22-43-49.068000,[R]: 50 
22-43-49.069000,[R]: 3 
22-43-49.070000,[R]: 4 
22-43-49.079000,[R]: 5 
22-43-49.102000,S 5 	RSSI: 44
22-43-49.102000,[R]: 6 
22-43-49.103000,[R]: 7 
22-43-49.117000,[R]: 8 
22-43-49.117000,[R]: 1 
22-43-49.118000,S 1 	RSSI: 55
22-43-49.119000,[R]: 2 
22-43-49.150000,[R]: 50 
22-43-49.151000,[R]: 3 
22-43-49.151000,[R]: 4 
22-43-49.152000,[R]: 5 
22-43-49.153000,[R]: 6 
22-43-49.153000,[R]: 7 
22-43-49.154000,[R]: 8 
22-43-49.183000,[R]: 1 
22-43-49.183000,[R]: 2 
22-43-49.184000,[R]: 50 
22-43-49.184000,[R]: 3 
22-43-49.185000,[R]: 4 
22-43-49.185000,[R]: 5 
22-43-49.186000,[R]: 6 
22-43-49.186000,S 1 	RSSI: 55
22-43-49.200000,[R]: 7 
22-43-49.207000,[R]: 8 
22-43-49.216000,[R]: 1 
22-43-49.216000,[R]: 2 
22-43-49.217000,[R]: 50 
22-43-49.217000,[R]: 3 
22-43-49.226000,S 6 	RSSI: 44
22-43-49.226000,[R]: 4 
22-43-49.227000,[R]: 5 
22-43-49.228000,S 8 	RSSI: 49
22-43-49.230000,[R]: 6 
22-43-49.230000,S 1 	RSSI: 55
22-43-49.231000,[R]: 7 
22-43-49.231000,S 4 	RSSI: 44
22-43-49.232000,[R]: 8 
22-43-49.232000,[R]: 1 
22-43-49.233000,[R]: 2 
22-43-49.248000,[R]: 50 
22-43-49.248000,S 7 	RSSI: 44
22-43-49.249000,[R]: 3 
22-43-49.250000,[R]: 4 
22-43-49.251000,[R]: 5 
22-43-49.262000,[R]: 6 
22-43-49.262000,S 1 	RSSI: 55
22-43-49.272000,[R]: 7 
22-43-49.272000,[R]: 8 
22-43-49.273000,[R]: 20 
22-43-49.275000,[R]: 1 
22-43-49.286000,S 1 	RSSI: 55
22-43-49.310000,[R]: 2 
22-43-49.311000,[R]: 50 
22-43-49.311000,[R]: 3 
22-43-49.312000,S 3 	RSSI: 44
22-43-49.328000,[R]: 4 
22-43-49.328000,[R]: 5 
22-43-49.329000,S 5 	RSSI: 44
22-43-49.329000,[R]: 6 
22-43-49.330000,[R]: 7 
22-43-49.330000,[R]: 8 
22-43-49.341000,[R]: 1 
22-43-49.345000,S 1 	RSSI: 55
22-43-49.352000,[R]: 2 
22-43-49.352000,[R]: 50 
22-43-49.353000,[R]: 3 
22-43-49.355000,S 3 	RSSI: 44
22-43-49.369000,[R]: 4 
22-43-49.369000,[R]: 5 
22-43-49.370000,S 5 	RSSI: 44
22-43-49.372000,[R]: 6 
22-43-49.372000,[R]: 7 
22-43-49.374000,[R]: 8 
22-43-49.380000,[R]: 1 
22-43-49.380000,S 1 	RSSI: 55
22-43-49.380000,[R]: 2 
22-43-49.381000,[R]: 50 
22-43-49.413000,[R]: 3 
22-43-49.434000,S 3 	RSSI: 44
22-43-49.435000,[R]: 4 
22-43-49.436000,[R]: 5 
22-43-49.451000,S 5 	RSSI: 44
22-43-49.451000,[R]: 6 
22-43-49.452000,[R]: 7 
22-43-49.467000,[R]: 8 
22-43-49.467000,[R]: 1 
22-43-49.468000,S 1 	RSSI: 55
22-43-49.468000,[R]: 2 
22-43-49.469000,[R]: 50 
22-43-49.470000,[R]: 3 
22-43-49.471000,S 3 	RSSI: 44
22-43-49.494000,[R]: 4 
22-43-49.494000,[R]: 5 
22-43-49.495000,S 5 	RSSI: 44
22-43-49.495000,[R]: 6 
22-43-49.497000,[R]: 7 
22-43-49.498000,[R]: 8 
22-43-49.498000,[R]: 1 
22-43-49.499000,[R]: 2 
22-43-49.501000,[R]: 50 
22-43-49.502000,[R]: 3 
22-43-49.502000,S 3 	RSSI: 45
22-43-49.503000,[R]: 4 
22-43-49.503000,[R]: 5 
22-43-49.504000,[R]: 6 
22-43-49.534000,[R]: 7 
22-43-49.536000,[R]: 8 
22-43-49.536000,[R]: 1 
22-43-49.537000,[R]: 2 
22-43-49.537000,[R]: 50 
22-43-49.548000,[R]: 3 
22-43-49.549000,S 3 	RSSI: 44
22-43-49.549000,[R]: 4 
22-43-49.550000,[R]: 5 
22-43-49.584000,[R]: 6 
22-43-49.584000,[R]: 7 
22-43-49.585000,[R]: 8 
22-43-49.585000,[R]: 1 
22-43-49.593000,[R]: 2 
22-43-49.594000,[R]: 50 
22-43-49.595000,[R]: 3 
22-43-49.595000,S 3 	RSSI: 44
22-43-49.624000,[R]: 4 
22-43-49.631000,[R]: 5 
22-43-49.638000,[R]: 6 
22-43-49.652000,[R]: 7 
22-43-49.653000,[R]: 8 
22-43-49.665000,[R]: 1 
22-43-49.683000,[R]: 2 
22-43-49.684000,[R]: 50 
22-43-49.698000,[R]: 3 
22-43-49.699000,S 3 	RSSI: 44
22-43-49.700000,[R]: 4 
22-43-49.703000,[R]: 5 
22-43-49.703000,[R]: 6 
22-43-49.723000,[R]: 7 
22-43-49.724000,[R]: 8 
22-43-49.724000,[R]: 1 
22-43-49.725000,[R]: 2 
22-43-49.731000,[R]: 50 
22-43-49.732000,[R]: 3 
22-43-49.732000,S 3 	RSSI: 44
22-43-49.733000,[R]: 4 
22-43-49.733000,[R]: 5 
22-43-49.737000,[R]: 6 
22-43-49.737000,[R]: 7 
22-43-49.769000,[R]: 8 
22-43-49.769000,[R]: 1 
22-43-49.770000,[R]: 2 
22-43-49.776000,[R]: 50 
22-43-49.781000,[R]: 3 
22-43-49.796000,S 3 	RSSI: 44
22-43-49.814000,[R]: 4 
22-43-49.816000,[R]: 5 
22-43-49.816000,[R]: 6 
22-43-49.817000,[R]: 7 
22-43-49.818000,S 1 	RSSI: 55
22-43-49.818000,[R]: 8 
22-43-49.818000,[R]: 1 
22-43-49.828000,S 3 	RSSI: 44
22-43-49.829000,[R]: 2 
22-43-49.857000,[R]: 50 
22-43-49.857000,S 6 	RSSI: 44
22-43-49.858000,[R]: 3 
22-43-49.858000,[R]: 4 
22-43-49.859000,S 8 	RSSI: 46
22-43-49.860000,[R]: 5 
22-43-49.860000,[R]: 6 
22-43-49.861000,[R]: 7 
22-43-49.861000,S 1 	RSSI: 55
22-43-49.864000,[R]: 8 
22-43-49.875000,[R]: 1 
22-43-49.884000,[R]: 2 
22-43-49.885000,[R]: 50 
22-43-49.886000,[R]: 3 
22-43-49.897000,[R]: 4 
22-43-49.898000,S 8 	RSSI: 46
22-43-49.899000,[R]: 5 
22-43-49.899000,[R]: 6 
22-43-49.900000,[R]: 7 
22-43-49.901000,S 1 	RSSI: 55
22-43-49.901000,[R]: 8 
22-43-49.902000,[R]: 1 
22-43-49.902000,[R]: 2 
22-43-49.903000,[R]: 50 
22-43-49.904000,S 1 	RSSI: 55
22-43-49.904000,[R]: 3 
22-43-49.909000,[R]: 4 
22-43-49.910000,[R]: 5 
22-43-49.910000,S 4 	RSSI: 44
22-43-49.915000,[R]: 6 
22-43-49.932000,[R]: 7 
22-43-49.932000,[R]: 8 
22-43-49.933000,S 7 	RSSI: 44
22-43-49.933000,[R]: 1 
22-43-49.934000,[R]: 2 
22-43-49.934000,[R]: 50 
22-43-49.935000,S 1 	RSSI: 55
22-43-49.936000,[R]: 3 
22-43-49.937000,[R]: 20 
22-43-49.937000,[R]: 1 
22-43-49.938000,[R]: 2 
22-43-49.938000,[R]: 50 
22-43-49.947000,S 4 	RSSI: 44
22-43-49.947000,[R]: 3 
22-43-49.948000,[R]: 4 
22-43-49.949000,[R]: 5 
22-43-49.963000,S 7 	RSSI: 44
22-43-49.963000,[R]: 6 
22-43-49.965000,[R]: 7 
22-43-49.965000,S 1 	RSSI: 55
22-43-49.984000,[R]: 8 
22-43-49.985000,[R]: 1 
22-43-49.996000,S 5 	RSSI: 44
22-43-49.997000,[R]: 2 
22-43-49.998000,[R]: 50 
22-43-50.015000,[R]: 3 
22-43-50.018000,[R]: 4 
22-43-50.018000,S 3 	RSSI: 44
22-43-50.029000,[R]: 5 
22-43-50.033000,[R]: 6 
22-43-50.047000,S 5 	RSSI: 44
22-43-50.048000,[R]: 7 
22-43-50.052000,S 1 	RSSI: 55
22-43-50.067000,[R]: 8 
22-43-50.067000,[R]: 1 
22-43-50.068000,[R]: 2 
22-43-50.089000,[R]: 50 
22-43-50.090000,[R]: 3 
22-43-50.090000,[R]: 20 
22-43-50.090000,[R]: 1 
22-43-50.091000,S 1 	RSSI: 55
22-43-50.092000,[R]: 2 
22-43-50.092000,[R]: 50 
22-43-50.129000,[R]: 3 
22-43-50.129000,S 3 	RSSI: 44
22-43-50.130000,[R]: 4 
22-43-50.141000,[R]: 5 
22-43-50.152000,S 5 	RSSI: 44
22-43-50.152000,[R]: 6 
22-43-50.162000,[R]: 7 
22-43-50.167000,[R]: 8 
22-43-50.167000,[R]: 1 
22-43-50.170000,S 1 	RSSI: 55
22-43-50.170000,[R]: 2 
22-43-50.174000,[R]: 50 
22-43-50.181000,[R]: 3 
22-43-50.192000,S 3 	RSSI: 44
22-43-50.193000,[R]: 4 
22-43-50.194000,S 6 	RSSI: 44
22-43-50.200000,[R]: 5 
22-43-50.211000,[R]: 6 
22-43-50.214000,[R]: 7 
22-43-50.214000,[R]: 8 
22-43-50.215000,[R]: 1 
22-43-50.215000,[R]: 2 
22-43-50.216000,[R]: 50 
22-43-50.216000,[R]: 3 
22-43-50.228000,[R]: 4 
22-43-50.229000,[R]: 5 
22-43-50.230000,[R]: 6 
22-43-50.235000,[R]: 7 
22-43-50.256000,[R]: 8 
22-43-50.256000,[R]: 1 
22-43-50.256000,S 6 	RSSI: 44
22-43-50.257000,[R]: 2 
22-43-50.266000,[R]: 50 
22-43-50.267000,[R]: 3 
22-43-50.268000,S 8 	RSSI: 46
22-43-50.289000,[R]: 4 
22-43-50.296000,[R]: 5 
22-43-50.297000,[R]: 6 
22-43-50.297000,[R]: 7 
22-43-50.304000,[R]: 8 
22-43-50.304000,[R]: 1 
22-43-50.308000,[R]: 2 
22-43-50.308000,[R]: 50 
22-43-50.309000,[R]: 3 
22-43-50.310000,S 8 	RSSI: 46
22-43-50.310000,[R]: 4 
22-43-50.336000,[R]: 5 
22-43-50.336000,[R]: 6 
22-43-50.366000,[R]: 7 
22-43-50.369000,[R]: 20 
22-43-50.375000,[R]: 1 
22-43-50.376000,[R]: 2 
22-43-50.376000,[R]: 50 
22-43-50.377000,S 1 	RSSI: 55
22-43-50.377000,[R]: 3 
22-43-50.378000,S 7 	RSSI: 44
22-43-50.379000,[R]: 4 
22-43-50.379000,[R]: 5 
22-43-50.386000,[R]: 6 
22-43-50.390000,[R]: 7 
22-43-50.391000,[R]: 8 
22-43-50.403000,S 4 	RSSI: 44
22-43-50.419000,[R]: 1 
22-43-50.427000,[R]: 2 
22-43-50.428000,[R]: 50 
22-43-50.429000,[R]: 3 
22-43-50.429000,S 7 	RSSI: 44
22-43-50.431000,[R]: 4 
22-43-50.432000,[R]: 5 
22-43-50.432000,[R]: 6 
22-43-50.458000,[R]: 7 
22-43-50.459000,[R]: 8 
22-43-50.460000,S 4 	RSSI: 44
22-43-50.461000,[R]: 1 
22-43-50.461000,[R]: 2 
22-43-50.462000,[R]: 50 
22-43-50.462000,[R]: 3 
22-43-50.463000,S 7 	RSSI: 44
22-43-50.463000,[R]: 20 
22-43-50.464000,[R]: 1 
22-43-50.464000,S 1 	RSSI: 55
22-43-50.466000,[R]: 2 
22-43-50.467000,[R]: 50 
22-43-50.470000,[R]: 3 
22-43-50.470000,S 5 	RSSI: 44
22-43-50.471000,[R]: 4 
22-43-50.472000,[R]: 5 
22-43-50.482000,[R]: 6 
22-43-50.498000,[R]: 7 
22-43-50.498000,S 3 	RSSI: 44
22-43-50.499000,[R]: 8 
22-43-50.541000,[R]: 1 
22-43-50.541000,S 1 	RSSI: 55
22-43-50.542000,[R]: 2 
22-43-50.542000,[R]: 50 
22-43-50.583000,[R]: 3 
22-43-50.583000,[R]: 4 
22-43-50.584000,[R]: 5 
22-43-50.584000,[R]: 6 
22-43-50.585000,[R]: 7 
22-43-50.585000,S 3 	RSSI: 44
22-43-50.587000,S 6 	RSSI: 44
22-43-50.588000,[R]: 8 
22-43-50.599000,[R]: 1 
22-43-50.625000,S 1 	RSSI: 55
22-43-50.626000,S 8 	RSSI: 46
22-43-50.627000,[R]: 2 
22-43-50.627000,[R]: 50 
22-43-50.628000,[R]: 3 
22-43-50.636000,[R]: 20 
22-43-50.660000,[R]: 1 
22-43-50.661000,[R]: 2 
22-43-50.666000,[R]: 50 
22-43-50.666000,[R]: 3 
22-43-50.669000,S 7 	RSSI: 44
22-43-50.669000,[R]: 4 
22-43-50.670000,[R]: 5 
22-43-50.670000,[R]: 6 
22-43-50.687000,[R]: 7 
22-43-50.699000,[R]: 8 
22-43-50.699000,S 4 	RSSI: 44
22-43-50.700000,[R]: 1 
22-43-50.709000,[R]: 2 
22-43-50.710000,[R]: 50 
22-43-50.710000,[R]: 3 
22-43-50.711000,S 7 	RSSI: 44
22-43-50.712000,[R]: 4 
22-43-50.742000,[R]: 5 
22-43-50.746000,[R]: 6 
22-43-50.746000,[R]: 7 
22-43-50.747000,[R]: 8 
22-43-50.748000,S 4 	RSSI: 44
22-43-50.748000,[R]: 1 
22-43-50.780000,S 1 	RSSI: 56
22-43-50.780000,[R]: 2 
22-43-50.781000,[R]: 50 
22-43-50.781000,[R]: 3 
22-43-50.782000,S 7 	RSSI: 44
22-43-50.782000,[R]: 4 
22-43-50.783000,[R]: 5 
22-43-50.783000,[R]: 6 
22-43-50.784000,[R]: 7 
22-43-50.786000,S 4 	RSSI: 44
22-43-50.787000,[R]: 8 
22-43-50.808000,[R]: 1 
22-43-50.815000,S 1 	RSSI: 56
22-43-50.817000,[R]: 2 
22-43-50.817000,[R]: 50 
22-43-50.827000,[R]: 3 
22-43-50.858000,[R]: 4 
22-43-50.859000,[R]: 5 
22-43-50.864000,[R]: 20 
22-43-50.865000,[R]: 1 
22-43-50.865000,S 1 	RSSI: 56
22-43-50.866000,[R]: 2 
22-43-50.866000,[R]: 50 
22-43-50.867000,[R]: 3 
22-43-50.877000,[R]: 4 
22-43-50.879000,S 4 	RSSI: 44
22-43-50.890000,[R]: 5 
22-43-50.890000,[R]: 6 
22-43-50.901000,[R]: 7 
22-43-50.901000,S 7 	RSSI: 44
22-43-50.902000,[R]: 8 
22-43-50.902000,[R]: 1 
22-43-50.907000,S 1 	RSSI: 56
22-43-50.919000,[R]: 2 
22-43-50.930000,[R]: 50 
22-43-50.932000,[R]: 3 
22-43-50.932000,[R]: 4 
22-43-50.933000,S 4 	RSSI: 44
22-43-50.933000,[R]: 5 
22-43-50.934000,[R]: 6 
22-43-50.944000,[R]: 7 
22-43-50.944000,S 7 	RSSI: 44
22-43-50.945000,[R]: 8 
22-43-50.954000,[R]: 1 
22-43-50.967000,S 1 	RSSI: 56
22-43-50.967000,S 5 	RSSI: 44
22-43-50.968000,[R]: 2 
22-43-50.968000,[R]: 50 
22-43-50.969000,[R]: 3 
22-43-50.969000,[R]: 4 
22-43-50.970000,[R]: 5 
22-43-50.970000,[R]: 6 
22-43-50.990000,[R]: 7 
22-43-50.991000,[R]: 8 
22-43-50.992000,S 5 	RSSI: 44
22-43-50.998000,[R]: 1 
22-43-50.999000,S 1 	RSSI: 57
22-43-51.000000,[R]: 2 
22-43-51.000000,[R]: 50 
22-43-51.001000,[R]: 3 
22-43-51.011000,[R]: 4 
22-43-51.027000,[R]: 5 
22-43-51.028000,[R]: 20 
22-43-51.028000,[R]: 1 
22-43-51.029000,S 1 	RSSI: 56
22-43-51.030000,[R]: 2 
22-43-51.030000,[R]: 50 
22-43-51.031000,[R]: 3 
22-43-51.031000,[R]: 4 
22-43-51.032000,[R]: 5 
22-43-51.033000,S 5 	RSSI: 44
22-43-51.033000,[R]: 6 
22-43-51.034000,[R]: 7 
22-43-51.034000,[R]: 8 
22-43-51.039000,[R]: 1 
22-43-51.053000,[R]: 2 
22-43-51.053000,[R]: 50 
22-43-51.054000,[R]: 3 
22-43-51.056000,[R]: 4 
22-43-51.056000,[R]: 5 
22-43-51.068000,S 5 	RSSI: 44
22-43-51.068000,[R]: 6 
22-43-51.069000,[R]: 7 
22-43-51.069000,[R]: 8 
22-43-51.070000,[R]: 1 
22-43-51.072000,[R]: 2 
22-43-51.090000,[R]: 50 
22-43-51.105000,[R]: 3 
22-43-51.105000,[R]: 4 
22-43-51.106000,[R]: 5 
22-43-51.115000,S 5 	RSSI: 44
22-43-51.122000,[R]: 6 
22-43-51.123000,[R]: 7 
22-43-51.124000,[R]: 8 
22-43-51.124000,[R]: 1 
22-43-51.128000,[R]: 2 
22-43-51.130000,[R]: 50 
22-43-51.130000,[R]: 3 
22-43-51.141000,[R]: 4 
22-43-51.152000,[R]: 5 
22-43-51.153000,S 5 	RSSI: 44
22-43-51.153000,[R]: 6 
22-43-51.160000,[R]: 7 
22-43-51.161000,[R]: 8 
22-43-51.162000,[R]: 1 
22-43-51.163000,[R]: 2 
22-43-51.164000,[R]: 50 
22-43-51.172000,[R]: 3 
22-43-51.184000,[R]: 4 
22-43-51.184000,[R]: 5 
22-43-51.186000,S 5 	RSSI: 44
22-43-51.186000,[R]: 6 
22-43-51.201000,[R]: 7 
22-43-51.202000,[R]: 20 
22-43-51.204000,[R]: 1 
22-43-51.215000,S 1 	RSSI: 58
22-43-51.217000,[R]: 2 
22-43-51.227000,[R]: 50 
22-43-51.228000,[R]: 3 
22-43-51.229000,[R]: 4 
22-43-51.229000,S 6 	RSSI: 44
22-43-51.230000,[R]: 5 
22-43-51.230000,[R]: 6 
22-43-51.231000,S 8 	RSSI: 47
22-43-51.244000,[R]: 7 
22-43-51.248000,[R]: 8 
22-43-51.249000,[R]: 1 
22-43-51.250000,[R]: 2 
22-43-51.251000,[R]: 50 
22-43-51.252000,[R]: 3 
22-43-51.253000,[R]: 4 
22-43-51.256000,S 6 	RSSI: 44
22-43-51.259000,[R]: 5 
22-43-51.260000,S 4 	RSSI: 44
22-43-51.260000,[R]: 6 
22-43-51.261000,[R]: 7 
22-43-51.293000,[R]: 8 
22-43-51.294000,S 7 	RSSI: 44
22-43-51.294000,[R]: 1 
22-43-51.295000,S 1 	RSSI: 57
22-43-51.316000,[R]: 2 
22-43-51.333000,[R]: 50 
22-43-51.333000,[R]: 3 
22-43-51.334000,[R]: 20 
22-43-51.335000,[R]: 1 
22-43-51.335000,S 1 	RSSI: 57
22-43-51.336000,[R]: 2 
22-43-51.336000,[R]: 50 
22-43-51.337000,[R]: 3 
22-43-51.369000,[R]: 4 
22-43-51.375000,S 4 	RSSI: 44
22-43-51.376000,[R]: 5 
22-43-51.376000,[R]: 6 
22-43-51.377000,[R]: 7 
22-43-51.377000,S 7 	RSSI: 44
22-43-51.379000,[R]: 8 
22-43-51.398000,[R]: 1 
22-43-51.399000,S 1 	RSSI: 57
22-43-51.415000,[R]: 2 
22-43-51.416000,[R]: 50 
22-43-51.417000,[R]: 3 
22-43-51.418000,[R]: 4 
22-43-51.418000,S 4 	RSSI: 44
22-43-51.419000,[R]: 5 
22-43-51.420000,[R]: 6 
22-43-51.420000,[R]: 7 
22-43-51.443000,S 7 	RSSI: 44
22-43-51.451000,[R]: 8 
22-43-51.451000,[R]: 1 
22-43-51.466000,S 1 	RSSI: 57
22-43-51.467000,[R]: 2 
22-43-51.468000,[R]: 50 
22-43-51.468000,[R]: 3 
22-43-51.469000,S 5 	RSSI: 44
22-43-51.469000,[R]: 4 
22-43-51.475000,[R]: 5 
22-43-51.475000,[R]: 6 
22-43-51.488000,[R]: 7 
22-43-51.492000,[R]: 8 
22-43-51.493000,S 5 	RSSI: 44
22-43-51.493000,[R]: 1 
22-43-51.494000,S 1 	RSSI: 57
22-43-51.495000,[R]: 2 
22-43-51.497000,[R]: 50 
22-43-51.498000,[R]: 3 
22-43-51.498000,[R]: 4 
22-43-51.499000,[R]: 5 
22-43-51.499000,[R]: 20 
22-43-51.500000,[R]: 1 
22-43-51.502000,S 1 	RSSI: 58
22-43-51.506000,[R]: 2 
22-43-51.516000,[R]: 50 
22-43-51.517000,[R]: 3 
22-43-51.517000,[R]: 4 
22-43-51.518000,[R]: 5 
22-43-51.519000,S 5 	RSSI: 44
22-43-51.526000,[R]: 6 
22-43-51.528000,[R]: 7 
22-43-51.529000,[R]: 8 
22-43-51.535000,[R]: 1 
22-43-51.561000,S 1 	RSSI: 58
22-43-51.564000,[R]: 2 
22-43-51.568000,[R]: 50 
22-43-51.569000,[R]: 3 
22-43-51.575000,[R]: 4 
22-43-51.578000,[R]: 5 
22-43-51.578000,S 5 	RSSI: 44
22-43-51.579000,[R]: 6 
22-43-51.579000,[R]: 7 
22-43-51.580000,[R]: 8 
22-43-51.580000,[R]: 1 
22-43-51.580000,[R]: 2 
22-43-51.585000,[R]: 50 
22-43-51.586000,[R]: 3 
22-43-51.590000,[R]: 4 
22-43-51.623000,[R]: 5 
22-43-51.623000,S 5 	RSSI: 44
22-43-51.624000,[R]: 6 
22-43-51.624000,[R]: 7 
22-43-51.634000,[R]: 8 
22-43-51.636000,[R]: 1 
22-43-51.669000,S 1 	RSSI: 58
22-43-51.685000,[R]: 2 
22-43-51.686000,[R]: 50 
22-43-51.687000,[R]: 3 
22-43-51.698000,[R]: 4 
22-43-51.699000,[R]: 5 
22-43-51.708000,S 5 	RSSI: 44
22-43-51.717000,[R]: 6 
22-43-51.718000,S 1 	RSSI: 58
22-43-51.719000,[R]: 7 
22-43-51.772000,[R]: 8 
22-43-51.773000,[R]: 1 
22-43-51.773000,[R]: 2 
22-43-51.780000,[R]: 50 
22-43-51.783000,[R]: 3 
22-43-51.784000,S 6 	RSSI: 44
22-43-51.784000,[R]: 4 
22-43-51.785000,[R]: 5 
22-43-51.786000,S 8 	RSSI: 46
22-43-51.786000,[R]: 6 
22-43-51.787000,S 1 	RSSI: 59
22-43-51.796000,[R]: 7 
22-43-51.797000,[R]: 8 
22-43-51.817000,S 3 	RSSI: 44
22-43-51.818000,[R]: 1 
22-43-51.818000,[R]: 2 
22-43-51.828000,[R]: 50 
22-43-51.829000,[R]: 3 
22-43-51.829000,S 6 	RSSI: 44
22-43-51.830000,[R]: 4 
22-43-51.849000,[R]: 5 
22-43-51.849000,S 8 	RSSI: 46
22-43-51.851000,[R]: 6 
22-43-51.851000,S 1 	RSSI: 59
22-43-51.852000,[R]: 7 
22-43-51.890000,S 4 	RSSI: 44
22-43-51.891000,[R]: 8 
22-43-51.892000,[R]: 1 
22-43-51.892000,[R]: 2 
22-43-51.893000,[R]: 50 
22-43-51.900000,[R]: 3 
22-43-51.900000,[R]: 4 
22-43-51.901000,S 4 	RSSI: 44
22-43-51.902000,[R]: 5 
22-43-51.902000,[R]: 6 
22-43-51.903000,S 1 	RSSI: 60
22-43-51.933000,[R]: 7 
22-43-51.934000,S 7 	RSSI: 44
22-43-51.934000,[R]: 8 
22-43-51.935000,[R]: 1 
22-43-51.935000,[R]: 2 
22-43-51.936000,[R]: 50 
22-43-51.936000,[R]: 20 
22-43-51.950000,[R]: 1 
22-43-51.982000,[R]: 2 
22-43-51.982000,[R]: 50 
22-43-51.983000,[R]: 3 
22-43-51.983000,[R]: 4 
22-43-51.984000,S 4 	RSSI: 44
22-43-51.984000,S 1 	RSSI: 60
22-43-51.998000,[R]: 5 
22-43-51.998000,[R]: 6 
22-43-52.011000,[R]: 7 
22-43-52.016000,[R]: 8 
22-43-52.016000,[R]: 1 
22-43-52.017000,[R]: 2 
22-43-52.017000,[R]: 50 
22-43-52.021000,[R]: 3 
22-43-52.022000,S 5 	RSSI: 44
22-43-52.022000,[R]: 4 
22-43-52.023000,S 1 	RSSI: 60
22-43-52.027000,[R]: 5 
22-43-52.027000,[R]: 6 
22-43-52.028000,[R]: 7 
22-43-52.028000,[R]: 8 
22-43-52.029000,[R]: 1 
22-43-52.030000,[R]: 2 
22-43-52.030000,[R]: 50 
22-43-52.031000,[R]: 3 
22-43-52.032000,S 5 	RSSI: 44
22-43-52.032000,[R]: 4 
22-43-52.039000,[R]: 5 
22-43-52.043000,[R]: 6 
22-43-52.044000,[R]: 7 
22-43-52.045000,[R]: 8 
22-43-52.045000,S 5 	RSSI: 44
22-43-52.060000,[R]: 1 
22-43-52.078000,[R]: 2 
22-43-52.079000,[R]: 50 
22-43-52.080000,[R]: 3 
22-43-52.081000,[R]: 4 
22-43-52.082000,S 1 	RSSI: 61
22-43-52.083000,[R]: 5 
22-43-52.101000,[R]: 20 
22-43-52.101000,[R]: 1 
22-43-52.102000,S 1 	RSSI: 61
22-43-52.103000,[R]: 2 
22-43-52.118000,[R]: 50 
22-43-52.122000,[R]: 3 
