22-54-04.044000,"""Scanner enabled\r\n""" 
22-56-45.898000,"S 5. R: 44"""
22-56-45.901000,"S 4. R: 48"""
22-56-45.903000,"S 7. R: 51"""
22-56-45.911000,"S 6. R: 55"""
22-56-45.927000,C 1 1 1 1 1 2 1 0
22-56-45.927000,0] 0 0 0 0 0 0 0 0
22-56-45.928000,1] 53 0 0 0 44 0 0 0
22-56-45.929000,2] 0 0 0 0 0 0 0 0
22-56-45.930000,3] 0 0 0 0 0 0 0 0
22-56-45.930000,4] 0 0 0 0 0 0 0 0
22-56-45.931000,"5] 0 44 55 44 0 0 44 ""S 2. R: 48"""
22-56-45.932000,"S 5. R: 44"""
22-56-45.933000,"S 3. R: 57"""
22-56-45.934000,"S 4. R: 48"""
22-56-45.938000,"S 6. R: 55"""
22-56-45.944000,"S 7. R: 50"""
22-56-45.948000,"S 2. R: 48"""
22-56-45.949000,"S 1. R: 56"""
22-56-45.954000,"S 5. R: 44"""
22-56-45.967000,C 1 2 1 1 2 1 1 0
22-56-45.967000,0] 0 0 0 0 63 0 0 0
22-56-45.968000,1] 0 0 0 0 44 0 0 0
22-56-45.969000,2] 0 0 0 0 0 0 0 0
22-56-45.969000,3] 0 0 44 0 0 0 44 0
22-56-45.970000,4] 0 0 0 0 0 0 0 0
22-56-45.971000,"5] 0 0 54 44 0 0 0 ""S 1. R: 56"""
22-56-45.973000,"S 3. R: 57"""
22-56-45.973000,"S 4. R: 48"""
22-56-45.974000,"S 5. R: 44"""
22-56-45.976000,"S 7. R: 50"""
22-56-45.979000,"S 6. R: 55"""
22-56-45.982000,"S 2. R: 48"""
22-56-45.991000,"S 1. R: 56"""
22-56-45.993000,"S 3. R: 57"""
22-56-46.008000,C 2 1 2 1 1 1 1 0
22-56-46.010000,0] 0 0 0 0 0 55 0 0
22-56-46.011000,1] 53 0 0 0 44 0 0 0
22-56-46.011000,2] 0 44 0 0 0 0 0 0
22-56-46.012000,3] 0 0 44 0 0 0 44 0
22-56-46.012000,4] 62 0 0 0 0 0 0 0
22-56-46.014000,"5] 0 0 53 44 0 0""S 4. R: 48"""
22-56-46.014000,"S 2. R: 48"""
22-56-46.015000,"S 7. R: 50"""
22-56-46.016000,"S 6. R: 55"""
22-56-46.018000,"S 5. R: 44"""
22-56-46.025000,"S 1. R: 56"""
22-56-46.026000,"S 3. R: 57"""
22-56-46.030000,"S 4. R: 47"""
22-56-46.049000,C 1 1 1 2 1 1 1 0
22-56-46.050000,0] 0 0 0 52 0 0 60 0
22-56-46.051000,1] 53 0 0 44 0 44 0 0
22-56-46.051000,2] 0 0 0 0 44 0 0 0
22-56-46.052000,3] 0 0 44 0 0 0 44 0
22-56-46.053000,4] 60 44 0 0 0 0 0 0
22-56-46.054000,"5] 0 0 53 44 ""S 2. R: 48"""
22-56-46.055000,"S 6. R: 55"""
22-56-46.055000,"S 5. R: 44"""
22-56-46.056000,"S 4. R: 47"""
22-56-46.058000,"S 1. R: 56"""
22-56-46.063000,"S 7. R: 50"""
22-56-46.069000,"S 2. R: 47"""
22-56-46.087000,C 1 2 0 1 1 1 1 0
22-56-46.087000,0] 0 0 56 52 0 0 0 0
22-56-46.089000,1] 52 0 44 44 0 0 44 0
22-56-46.090000,2] 0 0 0 0 0 0 0 0
22-56-46.091000,3] 0 0 0 0 0 0 0 0
22-56-46.092000,4] 0 0 0 0 0 0 0 0
22-56-46.093000,"5] 0 0 0 0 0 0 0 ""S 1. R: 55"""
22-56-46.093000,"S 5. R: 44"""
22-56-46.094000,"S 2. R: 47"""
22-56-46.095000,"S 3. R: 57"""
22-56-46.096000,"S 4. R: 47"""
22-56-46.097000,"S 6. R: 55"""
22-56-46.102000,"S 7. R: 50"""
22-56-46.111000,"S 1. R: 55"""
22-56-46.128000,C 2 1 1 1 1 1 1 0
22-56-46.128000,0] 0 0 55 53 0 0 0 0
22-56-46.130000,1] 0 0 0 0 0 0 0 0
22-56-46.131000,2] 0 0 0 0 0 0 0 0
22-56-46.132000,3] 0 0 44 0 0 0 45 0
22-56-46.133000,4] 0 0 0 0 0 0 0 0
22-56-46.134000,"5] 58 44 53 44 0 0 ""S 3. R: 56"""
22-56-46.134000,"S 4. R: 47"""
22-56-46.135000,"S 6. R: 55"""
22-56-46.135000,"S 7. R: 50"""
22-56-46.145000,"S 1. R: 55"""
22-56-46.146000,"S 5. R: 44"""
22-56-46.148000,"S 2. R: 48"""
22-56-46.153000,"S 3. R: 57"""
22-56-46.171000,C 1 1 2 1 1 1 1 0
22-56-46.171000,0] 0 0 55 0 0 0 0 0
22-56-46.172000,1] 51 0 44 44 0 0 44 0
22-56-46.172000,2] 0 0 0 0 44 0 0 0
22-56-46.173000,3] 53 0 44 0 0 0 45 0
22-56-46.175000,4] 0 0 0 0 0 0 0 0
22-56-46.175000,"5] 58 44 52 44""S 4. R: 47"""
22-56-46.176000,"S 6. R: 55"""
22-56-46.177000,"S 7. R: 50"""
22-56-46.178000,"S 5. R: 44"""
22-56-46.178000,"S 1. R: 55"""
22-56-46.182000,"S 2. R: 47"""
22-56-46.186000,"S 3. R: 56"""
22-56-46.189000,"S 4. R: 47"""
22-56-46.210000,C 1 1 1 2 1 1 1 0
22-56-46.211000,0] 0 0 0 0 55 0 0 0
22-56-46.212000,1] 51 0 44 44 0 0 44 0
22-56-46.213000,2] 56 0 0 0 44 0 0 0
22-56-46.213000,3] 53 44 44 0 0 0 45 0
22-56-46.214000,4] 0 0 0 0 0 0 0 0
22-56-46.215000,"5] 0 0 0 0 0""S 7. R: 49"""
22-56-46.216000,"S 1. R: 55"""
22-56-46.217000,"S 2. R: 47"""
22-56-46.218000,"S 5. R: 44"""
22-56-46.222000,"S 4. R: 47"""
22-56-46.229000,"S 6. R: 54"""
22-56-46.248000,C 1 1 0 1 1 1 1 0
22-56-46.249000,0] 0 0 0 0 0 0 0 0
22-56-46.250000,1] 51 0 44 0 0 0 0 0
22-56-46.252000,2] 0 0 0 0 0 0 0 0
22-56-46.253000,3] 52 44 44 0 0 0 45 0
22-56-46.254000,4] 0 0 0 0 0 0 0 0
22-56-46.255000,"5] 0 0 0 44 0 0 4""S 2. R: 47"""
22-56-46.256000,"S 1. R: 55"""
22-56-46.257000,"S 3. R: 55"""
22-56-46.258000,"S 5. R: 44"""
22-56-46.259000,"S 4. R: 47"""
22-56-46.262000,"S 6. R: 54"""
22-56-46.263000,"S 7. R: 49"""
22-56-46.289000,C 1 1 1 1 1 1 1 0
22-56-46.289000,0] 0 0 0 0 0 0 0 0
22-56-46.290000,1] 51 0 0 0 44 0 0 0
22-56-46.291000,2] 0 0 0 0 0 0 0 0
22-56-46.292000,3] 0 44 44 0 0 0 45 0
22-56-46.293000,4] 0 0 0 0 0 0 0 0
22-56-46.293000,"5] 0 0 51 44 0 0 4""S 2. R: 47"""
22-56-46.295000,"S 1. R: 55"""
22-56-46.295000,"S 3. R: 55"""
22-56-46.296000,"S 5. R: 44"""
22-56-46.296000,"S 4. R: 47"""
22-56-46.299000,"S 6. R: 54"""
22-56-46.303000,"S 7. R: 50"""
22-56-46.308000,"S 2. R: 47"""
22-56-46.311000,"S 1. R: 55"""
22-56-46.312000,"S 3. R: 55"""
22-56-46.314000,"S 5. R: 44"""
22-56-46.328000,C 2 2 2 1 2 1 1 0
22-56-46.329000,0] 0 0 0 51 0 0 60 0
22-56-46.331000,1] 0 0 0 0 44 0 0 0
22-56-46.333000,2] 0 44 0 0 44 0 0 0
22-56-46.333000,3] 0 0 44 0 0 0 46 0
22-56-46.334000,4] 0 0 0 0 0 0 0 0
22-56-46.335000,"5] 0 0 51 44 0 0""S 4. R: 47"""
22-56-46.336000,"S 7. R: 50"""
22-56-46.339000,"S 6. R: 55"""
22-56-46.342000,"S 2. R: 47"""
22-56-46.344000,"S 1. R: 55"""
22-56-46.345000,"S 5. R: 44"""
22-56-46.368000,C 1 1 0 1 1 1 1 0
22-56-46.369000,0] 0 51 55 0 0 0 0 0
22-56-46.370000,1] 0 0 0 0 44 0 0 0
22-56-46.371000,2] 0 0 0 0 0 0 0 0
22-56-46.372000,3] 51 44 0 0 0 0 46 0
22-56-46.373000,4] 0 0 0 0 0 0 0 0
22-56-46.373000,"5] 58 0 0 44 0 0 ""S 4. R: 47"""
22-56-46.374000,"S 2. R: 47"""
22-56-46.375000,"S 7. R: 50"""
22-56-46.376000,"S 6. R: 55"""
22-56-46.379000,"S 5. R: 44"""
22-56-46.389000,"S 4. R: 47"""
22-56-46.407000,C 0 1 0 2 1 1 1 0
22-56-46.408000,0] 0 0 0 0 0 0 0 0
22-56-46.409000,1] 0 0 0 0 0 0 0 0
22-56-46.410000,2] 0 0 0 0 0 0 0 0
22-56-46.411000,3] 0 44 44 0 0 0 46 0
22-56-46.412000,4] 0 0 0 0 0 0 0 0
22-56-46.412000,"5] 58 0 0 44 0 0 44 ""S 6. R: 55"""
22-56-46.413000,"S 5. R: 44"""
22-56-46.413000,"S 3. R: 55"""
22-56-46.422000,"S 4. R: 47"""
22-56-46.428000,"S 2. R: 48"""
22-56-46.446000,C 0 1 1 1 1 1 0 0
22-56-46.448000,0] 0 0 0 0 0 0 0 0
22-56-46.448000,1] 0 0 0 0 44 0 0 0
22-56-46.449000,2] 0 44 0 0 44 0 0 0
22-56-46.450000,3] 0 44 44 0 0 0 46 0
22-56-46.450000,4] 0 0 0 0 0 0 0 0
22-56-46.452000,"5] 0 0 0 0 0 0 0 ""S 5. R: 44"""
22-56-46.452000,"S 3. R: 55"""
22-56-46.453000,"S 1. R: 54"""
22-56-46.454000,"S 4. R: 47"""
22-56-46.457000,"S 6. R: 55"""
22-56-46.461000,"S 2. R: 48"""
22-56-46.463000,"S 7. R: 50"""
22-56-46.473000,"S 5. R: 44"""
22-56-46.490000,C 1 1 1 1 2 1 1 0
22-56-46.491000,0] 0 0 0 0 53 0 0 0
22-56-46.492000,1] 0 0 0 0 44 0 0 0
22-56-46.493000,2] 55 44 0 0 44 0 0 0
22-56-46.494000,3] 51 44 44 0 0 0 47 0
22-56-46.495000,4] 0 0 0 0 0 0 0 0
22-56-46.496000,"5] 0 0 0 44 0 ""S 3. R: 55"""
22-56-46.496000,"S 1. R: 55"""
22-56-46.497000,"S 4. R: 47"""
22-56-46.498000,"S 2. R: 48"""
22-56-46.500000,"S 7. R: 50"""
22-56-46.501000,"S 6. R: 55"""
22-56-46.506000,"S 5. R: 44"""
22-56-46.509000,"S 3. R: 55"""
22-56-46.511000,"S 1. R: 55"""
22-56-46.530000,C 2 1 2 1 1 1 1 0
22-56-46.531000,0] 0 0 0 0 0 57 0 0
22-56-46.532000,1] 52 0 0 0 44 0 0 0
22-56-46.533000,2] 55 44 0 0 44 0 0 0
22-56-46.534000,3] 0 44 44 0 0 0 47 0
22-56-46.535000,4] 53 0 0 0 0 0 0 0
22-56-46.536000,"5] 0 0 0 44 0""S 4. R: 48"""
22-56-46.537000,"S 1. R: 54"""
22-56-46.537000,"S 2. R: 48"""
22-56-46.538000,"S 7. R: 49"""
22-56-46.539000,"S 6. R: 55"""
22-56-46.542000,"S 3. R: 55"""
22-56-46.549000,"S 4. R: 48"""
22-56-46.553000,"S 1. R: 54"""
22-56-46.567000,C 2 1 1 2 0 1 1 0
22-56-46.568000,0] 0 0 0 51 0 0 60 0
22-56-46.569000,1] 53 0 0 0 0 44 0 0
22-56-46.570000,2] 0 44 0 0 0 0 0 0
22-56-46.576000,3] 0 0 44 0 0 0 0 0
22-56-46.576000,4] 0 0 0 0 0 0 0 0
22-56-46.578000,"5] 0 0 0 0 0 0 0 ""S 2. R: 48"""
22-56-46.580000,"S 7. R: 50"""
22-56-46.584000,"S 6. R: 55"""
22-56-46.584000,"S 3. R: 55"""
22-56-46.585000,"S 5. R: 44"""
22-56-46.586000,"S 4. R: 48"""
22-56-46.587000,"S 1. R: 54"""
22-56-46.590000,"S 2. R: 48"""
22-56-46.608000,C 1 2 1 1 1 1 1 0
22-56-46.610000,0] 0 0 53 0 53 0 57 0
22-56-46.612000,1] 0 0 0 44 0 0 44 0
22-56-46.613000,2] 0 0 0 0 0 0 0 0
22-56-46.615000,3] 0 0 44 0 0 0 0 0
22-56-46.616000,4] 0 0 0 0 0 0 0 0
22-56-46.617000,"5] 0 44 0 44 0 0 ""S 6. R: 55"""
22-56-46.620000,"S 1. R: 54"""
22-56-46.620000,"S 3. R: 55"""
22-56-46.621000,"S 4. R: 48"""
22-56-46.622000,"S 2. R: 47"""
22-56-46.623000,"S 7. R: 53"""
22-56-46.631000,"S 6. R: 54"""
22-56-46.632000,"S 1. R: 54"""
22-56-46.649000,C 2 1 1 1 0 2 1 0
22-56-46.650000,0] 0 0 53 0 0 0 0 0
22-56-46.651000,1] 0 0 0 44 0 0 44 0
22-56-46.652000,2] 0 0 0 0 0 0 0 0
22-56-46.654000,3] 0 0 0 0 0 0 0 0
22-56-46.655000,4] 0 0 0 0 0 0 0 0
22-56-46.656000,"5] 0 44 0 44 0 0 44 ""S 3. R: 55"""
22-56-46.660000,"S 2. R: 47"""
22-56-46.661000,"S 4. R: 48"""
22-56-46.662000,"S 6. R: 54"""
22-56-46.664000,"S 7. R: 57"""
22-56-46.666000,"S 1. R: 53"""
22-56-46.672000,"S 3. R: 55"""
22-56-46.687000,C 1 1 2 1 0 1 1 0
22-56-46.687000,0] 0 0 0 0 54 0 0 0
22-56-46.689000,1] 0 0 0 0 0 0 0 0
22-56-46.690000,2] 53 0 0 0 0 0 0 0
22-56-46.691000,3] 50 0 44 0 0 0 45 0
22-56-46.692000,4] 0 0 0 0 0 0 0 0
22-56-46.693000,"5] 0 44 0 44 0 0 0""S 4. R: 48"""
22-56-46.694000,"S 6. R: 53"""
22-56-46.707000,"S 2. R: 47"""
22-56-46.726000,C 0 1 0 1 0 1 0 0
22-56-46.727000,0] 0 0 0 0 0 0 0 0
22-56-46.728000,1] 0 0 0 44 0 0 0 0
22-56-46.729000,2] 0 0 0 0 0 0 0 0
22-56-46.730000,3] 0 0 44 0 0 0 44 0
22-56-46.730000,4] 0 0 0 0 0 0 0 0
22-56-46.732000,"5] 0 44 0 44 0 0 44 ""S 4. R: 48"""
22-56-46.732000,"S 1. R: 53"""
22-56-46.733000,"S 6. R: 53"""
22-56-46.734000,"S 3. R: 55"""
22-56-46.734000,"S 7. R: 56"""
22-56-46.735000,"S 5. R: 44"""
22-56-46.740000,"S 2. R: 47"""
22-56-46.749000,"S 4. R: 47"""
22-56-46.752000,"S 1. R: 53"""
22-56-46.769000,C 2 1 1 2 1 1 1 0
22-56-46.771000,0] 0 55 0 50 0 55 0 0
22-56-46.772000,1] 0 0 0 44 0 0 44 0
22-56-46.773000,2] 0 0 0 0 0 0 0 0
22-56-46.773000,3] 0 0 44 0 0 0 44 0
22-56-46.774000,4] 56 0 0 0 0 0 0 0
22-56-46.775000,"5] 56 44 0 44 0""S 6. R: 53"""
22-56-46.776000,"S 3. R: 55"""
22-56-46.777000,"S 4. R: 48"""
22-56-46.778000,"S 2. R: 47"""
22-56-46.778000,"S 5. R: 44"""
22-56-46.781000,"S 7. R: 55"""
22-56-46.786000,"S 1. R: 53"""
22-56-46.789000,"S 6. R: 53"""
22-56-46.808000,C 1 1 1 1 1 2 1 0
22-56-46.809000,0] 0 0 0 51 0 0 50 0
22-56-46.810000,1] 0 0 0 44 0 0 0 0
22-56-46.811000,2] 0 0 0 0 0 0 0 0
22-56-46.812000,3] 0 0 0 0 0 0 0 0
22-56-46.813000,4] 0 0 0 0 0 0 0 0
22-56-46.814000,"5] 56 44 0 44 0 0 44""S 1. R: 53"""
22-56-46.814000,"S 3. R: 55"""
22-56-46.815000,"S 2. R: 47"""
22-56-46.816000,"S 5. R: 44"""
22-56-46.816000,"S 4. R: 48"""
22-56-46.819000,"S 6. R: 53"""
22-56-46.823000,"S 7. R: 55"""
22-56-46.830000,"S 1. R: 53"""
22-56-46.832000,"S 3. R: 55"""
22-56-46.848000,C 2 1 2 1 1 1 1 0
22-56-46.848000,0] 0 0 0 51 0 0 50 0
22-56-46.849000,1] 0 0 0 0 0 0 0 0
22-56-46.850000,2] 0 0 0 0 44 0 0 0
22-56-46.851000,3] 0 0 44 0 0 0 44 0
22-56-46.852000,4] 0 0 0 0 0 0 0 0
22-56-46.853000,"5] 56 44 0 44 0 0 ""S 5. R: 44"""
22-56-46.854000,"S 4. R: 48"""
22-56-46.855000,"S 6. R: 53"""
22-56-46.856000,"S 7. R: 55"""
22-56-46.865000,"S 1. R: 53"""
22-56-46.869000,"S 2. R: 47"""
22-56-46.875000,"S 5. R: 44"""
22-56-46.889000,C 1 1 0 1 2 1 1 0
22-56-46.890000,0] 0 0 53 0 55 0 0 0
22-56-46.890000,1] 54 0 0 44 0 0 44 0
22-56-46.892000,2] 0 0 0 0 0 0 0 0
22-56-46.893000,3] 51 44 0 0 0 0 0 0
22-56-46.894000,4] 0 0 0 0 0 0 0 0
22-56-46.895000,"5] 0 44 0 44 0 0""S 4. R: 48"""
22-56-46.895000,"S 6. R: 53"""
22-56-46.896000,"S 3. R: 55"""
22-56-46.897000,"S 7. R: 55"""
22-56-46.899000,"S 5. R: 44"""
22-56-46.900000,"S 1. R: 53"""
22-56-46.902000,"S 2. R: 47"""
22-56-46.908000,"S 4. R: 48"""
22-56-46.928000,C 1 1 1 2 1 1 1 0
22-56-46.929000,0] 0 0 53 0 55 0 0 0
22-56-46.931000,1] 54 0 44 0 44 0 0 0
22-56-46.932000,2] 0 0 0 0 0 0 0 0
22-56-46.932000,3] 51 44 44 0 0 0 44 0
22-56-46.933000,4] 0 0 0 0 0 0 0 0
22-56-46.934000,"5] 0 0 0 0 0 0""S 1. R: 53"""
22-56-46.934000,"S 2. R: 47"""
22-56-46.935000,"S 5. R: 44"""
22-56-46.942000,"S 4. R: 49"""
22-56-46.949000,"S 6. R: 53"""
22-56-46.952000,"S 1. R: 53"""
22-56-46.954000,"S 7. R: 55"""
22-56-46.967000,C 2 1 0 1 1 1 1 0
22-56-46.967000,0] 0 0 0 0 55 0 0 0
22-56-46.968000,1] 0 0 0 0 0 0 0 0
22-56-46.969000,2] 0 0 0 0 0 0 0 0
22-56-46.970000,3] 51 44 0 0 0 0 44 0
22-56-46.970000,4] 0 0 0 0 0 0 0 0
22-56-46.972000,"5] 0 0 0 44 0 0 0 0""S 3. R: 55"""
22-56-46.972000,"S 5. R: 44"""
22-56-46.974000,"S 4. R: 48"""
22-56-46.982000,"S 6. R: 53"""
22-56-46.984000,"S 1. R: 53"""
22-56-46.986000,"S 7. R: 55"""
22-56-46.990000,"S 2. R: 47"""
22-56-46.993000,"S 3. R: 55"""
22-56-47.010000,C 1 1 2 1 1 1 1 0
22-56-47.011000,0] 0 0 0 0 0 56 0 0
22-56-47.012000,1] 55 0 44 0 44 0 0 0
22-56-47.013000,2] 54 44 0 0 0 0 0 0
22-56-47.014000,3] 0 44 0 0 0 0 44 0
22-56-47.015000,4] 55 44 44 0 0 0 0 0
22-56-47.016000,"5] 0 0 0 44 ""S 5. R: 44"""
22-56-47.017000,"S 4. R: 48"""
22-56-47.022000,"S 2. R: 47"""
22-56-47.023000,"S 7. R: 56"""
22-56-47.026000,"S 3. R: 55"""
22-56-47.034000,"S 5. R: 44"""
22-56-47.045000,C 0 1 1 1 2 0 1 0
22-56-47.046000,0] 0 0 0 0 0 0 0 0
22-56-47.048000,1] 0 0 0 0 0 44 0 0
22-56-47.048000,2] 0 44 0 0 0 0 0 0
22-56-47.048000,3] 0 0 0 0 0 0 0 0
22-56-47.050000,4] 0 44 44 0 0 0 0 0
22-56-47.051000,"5] 0 0 0 0 0 0 0 0""S 1. R: 53"""
22-56-47.052000,"S 2. R: 47"""
22-56-47.052000,"S 4. R: 48"""
22-56-47.055000,"S 7. R: 56"""
22-56-47.057000,"S 3. R: 55"""
22-56-47.058000,"S 6. R: 53"""
22-56-47.065000,"S 5. R: 44"""
22-56-47.072000,"S 1. R: 53"""
22-56-47.088000,C 2 1 1 1 1 1 1 0
22-56-47.090000,0] 0 0 0 53 0 0 50 0
22-56-47.091000,1] 55 0 0 44 0 0 44 0
22-56-47.092000,2] 0 44 0 0 0 0 0 0
22-56-47.092000,3] 0 0 0 0 0 0 44 0
22-56-47.094000,4] 0 44 44 0 0 0 0 0
22-56-47.095000,"5] 58 0 0 44 0""S 2. R: 47"""
22-56-47.095000,"S 4. R: 48"""
22-56-47.097000,"S 3. R: 55"""
22-56-47.099000,"S 7. R: 57"""
22-56-47.100000,"S 6. R: 53"""
22-56-47.101000,"S 5. R: 44"""
22-56-47.105000,"S 1. R: 53"""
22-56-47.108000,"S 2. R: 47"""
22-56-47.109000,"S 4. R: 48"""
22-56-47.129000,C 1 2 1 2 1 1 1 0
22-56-47.130000,0] 0 0 0 51 0 0 51 0
22-56-47.131000,1] 55 0 0 44 0 0 44 0
22-56-47.132000,2] 0 0 0 0 0 53 0 0
22-56-47.133000,3] 0 0 0 0 0 0 44 0
22-56-47.134000,4] 0 0 44 0 0 0 0 0
22-56-47.136000,"5] 58 44 0 44 0""S 3. R: 55"""
22-56-47.136000,"S 7. R: 57"""
22-56-47.137000,"S 6. R: 53"""
22-56-47.138000,"S 5. R: 44"""
22-56-47.141000,"S 1. R: 53"""
22-56-47.141000,"S 2. R: 47"""
22-56-47.142000,"S 4. R: 48"""
22-56-47.168000,C 1 1 1 1 1 1 1 0
22-56-47.169000,0] 0 0 0 51 0 0 51 0
22-56-47.170000,1] 54 0 0 44 0 0 44 0
22-56-47.171000,2] 0 0 0 0 0 0 0 0
22-56-47.171000,3] 51 0 0 0 0 0 44 0
22-56-47.172000,4] 0 0 44 0 0 0 0 0
22-56-47.173000,"5] 58 44 0 44 0""S 6. R: 54"""
22-56-47.174000,"S 1. R: 53"""
22-56-47.176000,"S 2. R: 47"""
22-56-47.177000,"S 4. R: 49"""
22-56-47.184000,"S 7. R: 56"""
22-56-47.184000,"S 3. R: 55"""
22-56-47.190000,"S 6. R: 54"""
22-56-47.191000,"S 1. R: 53"""
22-56-47.209000,C 2 1 1 1 0 2 1 0
22-56-47.210000,0] 0 0 53 0 57 0 0 0
22-56-47.212000,1] 54 0 0 44 0 0 44 0
22-56-47.212000,2] 0 0 0 0 0 53 0 0
22-56-47.213000,3] 0 0 0 0 0 0 0 0
22-56-47.213000,4] 0 0 44 0 0 0 0 0
22-56-47.214000,"5] 58 44 0 44 0 ""S 2. R: 47"""
22-56-47.215000,"S 5. R: 44"""
22-56-47.216000,"S 4. R: 48"""
22-56-47.216000,"S 7. R: 56"""
22-56-47.217000,"S 3. R: 55"""
22-56-47.219000,"S 6. R: 54"""
22-56-47.224000,"S 1. R: 53"""
22-56-47.229000,"S 2. R: 47"""
22-56-47.234000,"S 5. R: 44"""
22-56-47.250000,C 1 2 1 1 2 1 1 0
22-56-47.251000,0] 0 0 53 0 57 0 0 0
22-56-47.253000,1] 54 0 44 0 44 0 0 0
22-56-47.254000,2] 0 0 0 0 0 53 0 0
22-56-47.254000,3] 51 44 0 0 0 0 44 0
22-56-47.255000,4] 0 0 44 0 0 0 0 0
22-56-47.256000,"5] 0 0 0 44 0""S 4. R: 48"""
22-56-47.257000,"S 1. R: 53"""
22-56-47.258000,"S 7. R: 56"""
22-56-47.258000,"S 6. R: 54"""
22-56-47.262000,"S 2. R: 48"""
22-56-47.268000,"S 4. R: 48"""
22-56-47.271000,"S 1. R: 53"""
22-56-47.286000,C 2 1 0 2 0 1 1 0
22-56-47.287000,0] 0 0 0 0 0 58 0 0
22-56-47.289000,1] 54 0 44 0 44 0 0 0
22-56-47.290000,2] 0 0 0 0 0 0 0 0
22-56-47.290000,3] 0 44 0 0 0 0 44 0
22-56-47.291000,4] 0 0 0 0 0 0 0 0
22-56-47.293000,"5] 0 0 0 0 0 0 0 ""S 7. R: 58"""
22-56-47.293000,"S 2. R: 48"""
22-56-47.294000,"S 6. R: 54"""
22-56-47.295000,"S 3. R: 55"""
22-56-47.296000,"S 5. R: 44"""
22-56-47.302000,"S 4. R: 48"""
22-56-47.327000,C 0 1 1 1 1 1 1 0
22-56-47.327000,0] 0 0 0 0 0 0 0 0
22-56-47.328000,1] 0 0 0 0 0 44 0 0
22-56-47.329000,2] 0 0 0 0 0 0 0 0
22-56-47.330000,3] 0 0 0 0 0 0 44 0
22-56-47.331000,4] 57 44 44 0 0 0 0 0
22-56-47.332000,"5] 0 0 0 44 0 0 44""S 2. R: 48"""
22-56-47.332000,"S 6. R: 54"""
22-56-47.332000,"S 3. R: 55"""
22-56-47.333000,"S 5. R: 44"""
22-56-47.334000,"S 4. R: 48"""
22-56-47.338000,"S 1. R: 53"""
22-56-47.343000,"S 7. R: 56"""
22-56-47.353000,"S 3. R: 55"""
22-56-47.366000,C 1 1 2 1 1 1 1 0
22-56-47.367000,0] 0 0 0 51 0 0 0 0
22-56-47.368000,1] 0 0 0 0 0 0 0 0
22-56-47.369000,2] 0 0 0 0 0 0 0 0
22-56-47.370000,3] 0 0 0 0 0 0 44 0
22-56-47.371000,4] 0 0 44 0 0 0 0 0
22-56-47.372000,5] 0 0 0 0 0 0 0 0
22-56-47.373000,"S 1. R: 53"""
22-56-47.373000,"S 5. R: 44"""
22-56-47.374000,"S 2. R: 48"""
22-56-47.376000,"S 4. R: 48"""
22-56-47.378000,"S 6. R: 54"""
22-56-47.384000,"S 7. R: 56"""
22-56-47.386000,"S 3. R: 55"""
22-56-47.391000,"S 1. R: 53"""
22-56-47.393000,"S 5. R: 44"""
22-56-47.408000,C 2 1 1 1 2 1 1 0
22-56-47.409000,0] 0 0 0 51 0 0 50 0
22-56-47.409000,1] 0 0 0 0 0 0 0 0
22-56-47.410000,2] 0 44 0 0 0 51 0 0
22-56-47.412000,3] 0 0 0 0 0 0 44 0
22-56-47.412000,4] 0 0 44 0 0 0 0 0
22-56-47.412000,"5] 58 44 0 44 0 0""S 4. R: 48"""
22-56-47.413000,"S 6. R: 53"""
22-56-47.415000,"S 7. R: 55"""
22-56-47.417000,"S 3. R: 55"""
22-56-47.424000,"S 1. R: 53"""
22-56-47.427000,"S 5. R: 44"""
22-56-47.427000,"S 2. R: 48"""
22-56-47.449000,C 1 1 1 1 1 1 1 0
22-56-47.450000,0] 0 0 0 0 0 0 0 0
22-56-47.451000,1] 55 0 0 44 0 0 44 0
22-56-47.452000,2] 0 44 0 0 0 50 0 0
22-56-47.452000,3] 51 0 0 0 0 0 44 0
22-56-47.453000,4] 0 0 44 0 0 0 0 0
22-56-47.456000,"5] 57 44 0 44 0""S 4. R: 48"""
22-56-47.457000,"S 6. R: 53"""
22-56-47.457000,"S 3. R: 55"""
22-56-47.459000,"S 7. R: 55"""
22-56-47.460000,"S 5. R: 44"""
22-56-47.460000,"S 1. R: 53"""
22-56-47.461000,"S 2. R: 48"""
22-56-47.468000,"S 4. R: 48"""
22-56-47.488000,C 1 1 1 2 1 1 1 0
22-56-47.489000,0] 0 0 54 0 55 0 0 0
22-56-47.490000,1] 0 0 0 44 0 0 44 0
22-56-47.491000,2] 0 44 0 0 0 50 0 0
22-56-47.492000,3] 0 0 0 0 0 0 44 0
22-56-47.493000,4] 0 0 44 0 0 0 0 0
22-56-47.494000,"5] 0 44 0 44 0 ""S 6. R: 53"""
22-56-47.495000,"S 1. R: 53"""
22-56-47.496000,"S 3. R: 55"""
22-56-47.497000,"S 7. R: 55"""
22-56-47.497000,"S 2. R: 48"""
22-56-47.499000,"S 5. R: 44"""
22-56-47.502000,"S 4. R: 48"""
22-56-47.508000,"S 6. R: 53"""
22-56-47.527000,C 1 1 1 1 1 2 1 0
22-56-47.528000,0] 0 0 0 0 0 0 0 0
22-56-47.528000,1] 0 0 0 44 0 0 44 0
22-56-47.529000,2] 0 0 0 0 0 0 0 0
22-56-47.530000,3] 0 0 0 0 0 0 44 0
