20-47-44.849000,"ÿ""Scanner enabled\r\n""" 
20-49-33.635000,"""Sensor: 5. RSSI: 62"""
20-49-33.638000,"""Sensor: 3. RSSI: 69"""
20-49-33.646000,"""COUNT 1 1 2 1 1"
20-49-33.646000,[0] 0 0 0 0 0
20-49-33.647000,[1] 0 0 0 0 0
20-49-33.648000,[2] 62 52 0 44 0
20-49-33.649000,[3] 0 54 0 0 0
20-49-33.649000,""""
20-49-33.650000,"""Sensor: 4. RSSI: 72"""
20-49-33.651000,"""Sensor: 2. RSSI: 58"""
20-49-33.661000,"""Sensor: 1. RSSI: 57"""
20-49-33.663000,"""Sensor: 5. RSSI: 61"""
20-49-33.666000,"""Sensor: 4. RSSI: 82"""
20-49-33.666000,"""Sensor: 2. RSSI: 59"""
20-49-33.670000,"""COUNT 1 2 0 2 1"
20-49-33.671000,[0] 0 0 0 0 0
20-49-33.672000,[1] 48 0 0 0 0
20-49-33.672000,[2] 0 0 0 0 0
20-49-33.677000,[3] 54 51 0 0 0
20-49-33.677000,""""
20-49-33.680000,"""Sensor: 3. RSSI: 67"""
20-49-33.681000,"""Sensor: 1. RSSI: 57"""
20-49-33.685000,"""Sensor: 2. RSSI: 60"""
20-49-33.686000,"""Sensor: 5. RSSI: 59"""
20-49-33.695000,"""COUNT 1 1 1 0 1"
20-49-33.696000,[0] 0 0 0 0 0
20-49-33.697000,[1] 48 0 0 0 0
20-49-33.698000,[2] 63 57 0 44 0
20-49-33.699000,[3] 0 0 0 0 0
20-49-33.699000,""""
20-49-33.700000,"""Sensor: 3. RSSI: 65"""
20-49-33.702000,"""Sensor: 1. RSSI: 57"""
20-49-33.704000,"""Sensor: 4. RSSI: 70"""
20-49-33.705000,"""Sensor: 2. RSSI: 62"""
20-49-33.711000,"""Sensor: 5. RSSI: 58"""
20-49-33.722000,"""COUNT 1 1 1 1 1"
20-49-33.723000,[0] 0 0 0 0 0
20-49-33.724000,[1] 48 0 0 0 0
20-49-33.725000,[2] 64 62 0 44 0
20-49-33.726000,[3] 55 46 0 0 0
20-49-33.726000,""""
20-49-33.727000,"""Sensor: 1. RSSI: 57"""
20-49-33.728000,"""Sensor: 4. RSSI: 67"""
20-49-33.729000,"""Sensor: 2. RSSI: 63"""
20-49-33.730000,"""Sensor: 3. RSSI: 65"""
20-49-33.737000,"""Sensor: 5. RSSI: 57"""
20-49-33.746000,"""COUNT 1 1 1 1 1"
20-49-33.747000,[0] 0 0 0 0 53
20-49-33.748000,[0] 0 0 0 0 53
20-49-33.748000,[1] 0 0 0 0 0
20-49-33.749000,[2] 65 60 0 44 0
20-49-33.749000,[3] 0 45 0 0 0
20-49-33.751000,""""
20-49-33.752000,"""Sensor: 1. RSSI: 57"""
20-49-33.753000,"""Sensor: 2. RSSI: 65"""
20-49-33.754000,"""Sensor: 3. RSSI: 65"""
20-49-33.756000,"""Sensor: 5. RSSI: 57"""
20-49-33.759000,"""Sensor: 4. RSSI: 63"""
20-49-33.772000,"""COUNT 1 1 1 1 1"
20-49-33.773000,[0] 0 0 0 0 0
20-49-33.773000,[1] 0 0 0 0 0
20-49-33.774000,[2] 68 56 0 0 0
20-49-33.775000,[3] 57 44 0 0 0
20-49-33.775000,""""
20-49-33.776000,"""Sensor: 3. RSSI: 65"""
20-49-33.777000,"""Sensor: 5. RSSI: 57"""
20-49-33.780000,"""Sensor: 4. RSSI: 62"""
20-49-33.795000,"""COUNT 0 0 1 1 1"
20-49-33.796000,[0] 0 0 0 0 0
20-49-33.797000,[1] 0 0 0 0 0
20-49-33.798000,[2] 0 54 0 44 0
20-49-33.798000,[3] 0 44 0 0 0
20-49-33.799000,""""
20-49-33.800000,"""Sensor: 1. RSSI: 57"""
20-49-33.801000,"""Sensor: 5. RSSI: 56"""
20-49-33.802000,"""Sensor: 2. RSSI: 65"""
20-49-33.804000,"""Sensor: 3. RSSI: 67"""
20-49-33.807000,"""Sensor: 4. RSSI: 60"""
20-49-33.822000,"""COUNT 1 1 1 1 1"
20-49-33.822000,[0] 0 0 0 0 0
20-49-33.823000,[1] 48 0 0 0 0
20-49-33.825000,[2] 67 53 0 0 0
20-49-33.825000,[3] 0 44 44 0 0
20-49-33.826000,""""
20-49-33.826000,"""Sensor: 5. RSSI: 56"""
20-49-33.828000,"""Sensor: 1. RSSI: 57"""
20-49-33.829000,"""Sensor: 3. RSSI: 67"""
20-49-33.830000,"""Sensor: 2. RSSI: 64"""
20-49-33.831000,"""Sensor: 4. RSSI: 60"""
20-49-33.838000,"""Sensor: 5. RSSI: 55"""
20-49-33.847000,"""COUNT 1 1 1 1 2"
20-49-33.848000,[0] 0 0 0 0 55
20-49-33.849000,[1] 49 0 0 0 0
20-49-33.850000,[2] 0 52 0 0 0
20-49-33.850000,[3] 55 44 44 0 0
20-49-33.851000,""""
20-49-33.852000,"""Sensor: 1. RSSI: 57"""
20-49-33.853000,"""Sensor: 3. RSSI: 67"""
20-49-33.855000,"""Sensor: 4. RSSI: 59"""
20-49-33.855000,"""Sensor: 2. RSSI: 62"""
20-49-33.859000,"""Sensor: 5. RSSI: 55"""
20-49-33.864000,"""Sensor: 3. RSSI: 67"""
20-49-33.869000,"""Sensor: 1. RSSI: 57"""
20-49-33.873000,"""COUNT 2 1 2 1 1"
20-49-33.874000,[0] 0 50 64 0 0
20-49-33.874000,[1] 49 0 0 0 0
20-49-33.875000,[2] 0 51 0 0 0
20-49-33.876000,[3] 56 44 44 0 0
20-49-33.878000,""""
20-49-33.879000,"""Sensor: 4. RSSI: 58"""
20-49-33.880000,"""Sensor: 2. RSSI: 61"""
20-49-33.886000,"""Sensor: 1. RSSI: 57"""
20-49-33.888000,"""Sensor: 5. RSSI: 55"""
20-49-33.889000,"""Sensor: 4. RSSI: 58"""
20-49-33.891000,"""Sensor: 2. RSSI: 60"""
20-49-33.896000,"""COUNT 1 2 0 2 1"
20-49-33.896000,[0] 0 0 0 0 0
20-49-33.899000,[1] 49 0 0 0 0
20-49-33.900000,[2] 0 0 0 0 0
20-49-33.900000,[3] 56 44 0 0 0
20-49-33.900000,""""
20-49-33.905000,"""Sensor: 3. RSSI: 67"""
20-49-33.906000,"""Sensor: 1. RSSI: 57"""
20-49-33.911000,"""Sensor: 4. RSSI: 58"""
20-49-33.911000,"""Sensor: 2. RSSI: 59"""
20-49-33.912000,"""Sensor: 5. RSSI: 55"""
20-49-33.923000,"""COUNT 1 1 1 1 1"
20-49-33.923000,[0] 0 0 0 0 0
20-49-33.924000,[1] 50 0 0 0 0
20-49-33.924000,[2] 66 48 0 0 0
20-49-33.926000,[3] 55 44 44 0 0
20-49-33.926000,""""
20-49-33.927000,"""Sensor: 3. RSSI: 66"""
20-49-33.928000,"""Sensor: 1. RSSI: 57"""
20-49-33.930000,"""Sensor: 4. RSSI: 58"""
20-49-33.932000,"""Sensor: 2. RSSI: 59"""
20-49-33.937000,"""Sensor: 5. RSSI: 55"""
20-49-33.946000,"""COUNT 1 1 1 1 1"
20-49-33.947000,[0] 0 0 0 0 0
20-49-33.948000,[1] 50 0 0 0 0
20-49-33.948000,[2] 66 48 0 0 0
20-49-33.949000,[3] 55 44 44 0 0
20-49-33.950000,""""
20-49-33.951000,"""Sensor: 3. RSSI: 67"""
20-49-33.952000,"""Sensor: 1. RSSI: 57"""
20-49-33.953000,"""Sensor: 2. RSSI: 58"""
20-49-33.958000,"""Sensor: 4. RSSI: 57"""
20-49-33.960000,"""Sensor: 5. RSSI: 55"""
20-49-33.971000,"""COUNT 1 1 1 1 1"
20-49-33.972000,[0] 0 0 62 0 61
20-49-33.973000,[1] 0 0 0 0 0
20-49-33.974000,[2] 0 0 0 0 0
20-49-33.975000,[3] 55 44 44 0 0
20-49-33.976000,""""
20-49-33.978000,"""Sensor: 4. RSSI: 56"""
20-49-33.981000,"""Sensor: 5. RSSI: 54"""
20-49-33.994000,"""COUNT 0 0 0 1 1"
20-49-33.995000,[0] 0 0 0 0 0
20-49-33.996000,[1] 0 0 0 0 0
20-49-33.996000,[2] 0 0 0 0 0
20-49-33.997000,[3] 0 44 44 0 0
20-49-33.998000,""""
20-49-33.999000,"""Sensor: 4. RSSI: 56"""
20-49-34.001000,"""Sensor: 5. RSSI: 53"""
20-49-34.007000,"""Sensor: 3. RSSI: 69"""
20-49-34.019000,"""COUNT 0 0 1 1 1"
20-49-34.020000,[0] 0 0 0 0 0
20-49-34.021000,[1] 0 0 0 0 0
20-49-34.021000,[2] 0 0 0 0 0
20-49-34.023000,[3] 0 0 44 0 0
20-49-34.024000,""""
20-49-34.024000,"""Sensor: 1. RSSI: 58"""
20-49-34.025000,"""Sensor: 5. RSSI: 53"""
20-49-34.026000,"""Sensor: 2. RSSI: 57"""
20-49-34.027000,"""Sensor: 3. RSSI: 70"""
20-49-34.031000,"""Sensor: 4. RSSI: 55"""
20-49-34.047000,"""COUNT 1 1 1 1 1"
20-49-34.048000,[0] 0 0 0 0 0
20-49-34.049000,[1] 49 0 0 0 0
20-49-34.051000,[2] 62 50 0 0 0
20-49-34.051000,[3] 53 44 44 0 0
20-49-34.052000,""""
20-49-34.053000,"""Sensor: 5. RSSI: 53"""
20-49-34.053000,"""Sensor: 1. RSSI: 58"""
20-49-34.054000,"""Sensor: 3. RSSI: 71"""
20-49-34.055000,"""Sensor: 2. RSSI: 57"""
20-49-34.056000,"""Sensor: 4. RSSI: 55"""
20-49-34.063000,"""Sensor: 5. RSSI: 53"""
20-49-34.072000,"""COUNT 1 1 1 1 2"
20-49-34.072000,[0] 0 0 0 0 62
20-49-34.073000,[1] 49 0 0 0 0
20-49-34.074000,[2] 0 51 0 0 0
20-49-34.075000,[3] 53 44 44 0 0
20-49-34.075000,""""
20-49-34.076000,"""Sensor: 1. RSSI: 58"""
20-49-34.078000,"""Sensor: 3. RSSI: 71"""
20-49-34.079000,"""Sensor: 4. RSSI: 55"""
20-49-34.080000,"""Sensor: 2. RSSI: 57"""
20-49-34.083000,"""Sensor: 5. RSSI: 52"""
20-49-34.090000,"""Sensor: 3. RSSI: 71"""
20-49-34.091000,"""Sensor: 1. RSSI: 58"""
20-49-34.098000,"""COUNT 2 1 2 1 1"
20-49-34.099000,[0] 0 49 60 0 0
20-49-34.099000,[1] 48 0 0 0 0
20-49-34.101000,[2] 0 51 0 0 0
20-49-34.101000,[3] 52 44 44 0 0
20-49-34.102000,""""
20-49-34.102000,"""Sensor: 4. RSSI: 55"""
20-49-34.103000,"""Sensor: 2. RSSI: 57"""
20-49-34.109000,"""Sensor: 3. RSSI: 71"""
20-49-34.111000,"""Sensor: 1. RSSI: 57"""
20-49-34.113000,"""Sensor: 5. RSSI: 52"""
20-49-34.114000,"""Sensor: 4. RSSI: 55"""
20-49-34.115000,"""Sensor: 2. RSSI: 57"""
20-49-34.122000,"""COUNT 1 2 1 2 1"
20-49-34.122000,[0] 0 0 0 0 0
20-49-34.123000,[1] 48 0 0 0 0
20-49-34.124000,[2] 62 51 0 0 0
20-49-34.125000,[3] 52 44 44 0 0
20-49-34.126000,""""
20-49-34.131000,"""Sensor: 3. RSSI: 71"""
20-49-34.131000,"""Sensor: 1. RSSI: 58"""
20-49-34.135000,"""Sensor: 4. RSSI: 54"""
20-49-34.136000,"""Sensor: 2. RSSI: 57"""
20-49-34.137000,"""Sensor: 5. RSSI: 52"""
20-49-34.147000,"""COUNT 1 1 1 1 1"
20-49-34.148000,[0] 0 0 0 0 0
20-49-34.149000,[1] 48 0 0 0 0
20-49-34.150000,[2] 62 53 0 0 0
20-49-34.151000,[3] 52 44 44 0 0
20-49-34.152000,""""
20-49-34.152000,"""Sensor: 3. RSSI: 69"""
20-49-34.153000,"""Sensor: 1. RSSI: 58"""
20-49-34.155000,"""Sensor: 4. RSSI: 54"""
20-49-34.157000,"""Sensor: 2. RSSI: 57"""
20-49-34.161000,"""Sensor: 5. RSSI: 52"""
20-49-34.172000,"""COUNT 1 1 1 1 1"
20-49-34.173000,[0] 0 0 0 0 0
20-49-34.173000,[1] 48 0 0 0 0
20-49-34.176000,[2] 0 54 0 0 0
20-49-34.177000,[3] 51 44 44 0 0
20-49-34.178000,""""
20-49-34.178000,"""Sensor: 3. RSSI: 69"""
20-49-34.179000,"""Sensor: 1. RSSI: 58"""
20-49-34.181000,"""Sensor: 2. RSSI: 57"""
20-49-34.184000,"""Sensor: 4. RSSI: 54"""
20-49-34.186000,"""Sensor: 5. RSSI: 50"""
20-49-34.196000,"""COUNT 1 1 1 1 1"
20-49-34.197000,[0] 0 0 0 0 0
20-49-34.198000,[1] 48 0 0 0 0
20-49-34.198000,[2] 0 0 0 0 0
20-49-34.199000,[3] 51 44 44 0 0
20-49-34.200000,""""
20-49-34.201000,"""Sensor: 1. RSSI: 58"""
20-49-34.202000,"""Sensor: 2. RSSI: 58"""
20-49-34.203000,"""Sensor: 4. RSSI: 54"""
20-49-34.206000,"""Sensor: 5. RSSI: 51"""
20-49-34.212000,"""Sensor: 3. RSSI: 67"""
20-49-34.221000,"""COUNT 1 1 1 1 1"
20-49-34.222000,[0] 0 0 0 0 0
20-49-34.223000,[1] 0 0 0 0 0
20-49-34.225000,[2] 62 56 0 0 0
20-49-34.225000,[3] 0 44 44 0 0
20-49-34.226000,""""
20-49-34.227000,"""Sensor: 4. RSSI: 54"""
20-49-34.227000,"""Sensor: 5. RSSI: 51"""
20-49-34.233000,"""Sensor: 3. RSSI: 65"""
20-49-34.246000,"""COUNT 0 0 1 1 1"
20-49-34.247000,[0] 0 0 0 0 0
20-49-34.248000,[1] 0 0 0 0 0
20-49-34.249000,[2] 61 56 0 0 0
20-49-34.250000,[3] 51 44 44 0 0
20-49-34.251000,""""
20-49-34.251000,"""Sensor: 1. RSSI: 58"""
20-49-34.253000,"""Sensor: 5. RSSI: 51"""
20-49-34.254000,"""Sensor: 2. RSSI: 58"""
20-49-34.257000,"""Sensor: 4. RSSI: 54"""
20-49-34.271000,"""COUNT 1 1 0 1 1"
20-49-34.272000,[0] 0 0 0 0 0
20-49-34.273000,[1] 48 0 0 0 0
20-49-34.274000,[2] 0 0 0 0 0
20-49-34.275000,[3] 51 44 44 0 0
20-49-34.275000,""""
20-49-34.276000,"""Sensor: 5. RSSI: 51"""
20-49-34.277000,"""Sensor: 1. RSSI: 58"""
20-49-34.279000,"""Sensor: 3. RSSI: 65"""
20-49-34.280000,"""Sensor: 4. RSSI: 54"""
20-49-34.288000,"""Sensor: 5. RSSI: 51"""
20-49-34.291000,"""Sensor: 1. RSSI: 58"""
20-49-34.297000,"""COUNT 2 0 1 1 2"
20-49-34.300000,[0] 0 0 0 0 0
20-49-34.301000,[1] 0 0 0 0 0
20-49-34.302000,[2] 62 0 0 0 0
20-49-34.302000,[3] 51 0 44 0 0
20-49-34.303000,""""
20-49-34.304000,"""Sensor: 3. RSSI: 65"""
20-49-34.304000,"""Sensor: 1. RSSI: 58"""
20-49-34.305000,"""Sensor: 4. RSSI: 54"""
20-49-34.305000,"""Sensor: 2. RSSI: 58"""
20-49-34.315000,"""Sensor: 3. RSSI: 64"""
20-49-34.316000,"""Sensor: 1. RSSI: 58"""
20-49-34.322000,"""COUNT 2 1 2 1 0"
20-49-34.322000,[0] 0 0 0 0 0
20-49-34.323000,[1] 48 0 0 0 0
20-49-34.324000,[2] 62 54 0 0 0
20-49-34.325000,[3] 50 44 44 0 0
20-49-34.325000,""""
20-49-34.326000,"""Sensor: 4. RSSI: 54"""
20-49-34.329000,"""Sensor: 2. RSSI: 58"""
20-49-34.329000,"""Sensor: 5. RSSI: 51"""
20-49-34.334000,"""Sensor: 3. RSSI: 64"""
20-49-34.338000,"""Sensor: 4. RSSI: 54"""
20-49-34.340000,"""Sensor: 2. RSSI: 58"""
20-49-34.341000,"""Sensor: 1. RSSI: 58"""
20-49-34.347000,"""COUNT 1 2 1 2 1"
20-49-34.348000,[0] 0 0 0 0 0
20-49-34.349000,[1] 48 0 0 0 0
20-49-34.350000,[2] 60 54 0 0 0
20-49-34.351000,[3] 50 44 44 0 0
20-49-34.351000,""""
20-49-34.354000,"""Sensor: 3. RSSI: 65"""
20-49-34.358000,"""Sensor: 4. RSSI: 54"""
20-49-34.361000,"""Sensor: 2. RSSI: 58"""
20-49-34.362000,"""Sensor: 1. RSSI: 58"""
20-49-34.363000,"""Sensor: 5. RSSI: 51"""
20-49-34.371000,"""COUNT 1 1 1 1 1"
20-49-34.372000,[0] 0 0 0 0 0
20-49-34.373000,[1] 48 0 0 0 0
20-49-34.373000,[2] 59 54 0 0 0
20-49-34.374000,[3] 0 44 44 0 0
20-49-34.375000,""""
20-49-34.375000,"""Sensor: 1. RSSI: 58"""
20-49-34.379000,"""Sensor: 4. RSSI: 54"""
20-49-34.380000,"""Sensor: 2. RSSI: 58"""
20-49-34.386000,"""Sensor: 5. RSSI: 51"""
20-49-34.395000,"""COUNT 1 1 0 1 1"
20-49-34.396000,[0] 0 0 0 0 0
20-49-34.397000,[1] 48 0 0 0 0
20-49-34.398000,[2] 0 0 0 0 0
20-49-34.399000,[3] 0 44 44 0 0
20-49-34.399000,""""
20-49-34.399000,"""Sensor: 3. RSSI: 67"""
20-49-34.401000,"""Sensor: 4. RSSI: 54"""
20-49-34.402000,"""Sensor: 2. RSSI: 58"""
20-49-34.406000,"""Sensor: 5. RSSI: 51"""
20-49-34.412000,"""Sensor: 1. RSSI: 58"""
20-49-34.421000,"""COUNT 1 1 1 1 1"
20-49-34.423000,[0] 0 49 58 0 0
20-49-34.424000,[1] 0 0 0 0 0
20-49-34.424000,[2] 0 0 0 0 0
20-49-34.424000,[3] 51 44 44 0 0
20-49-34.425000,""""
20-49-34.426000,"""Sensor: 4. RSSI: 55"""
20-49-34.428000,"""Sensor: 2. RSSI: 59"""
20-49-34.428000,"""Sensor: 5. RSSI: 51"""
20-49-34.433000,"""Sensor: 1. RSSI: 58"""
20-49-34.437000,"""Sensor: 3. RSSI: 69"""
20-49-34.441000,"""Sensor: 4. RSSI: 55"""
20-49-34.447000,"""COUNT 1 1 1 2 1"
20-49-34.447000,[0] 0 0 0 0 0
20-49-34.449000,[1] 0 0 0 0 0
20-49-34.449000,[2] 61 61 0 0 0
20-49-34.450000,[3] 51 44 44 0 0
20-49-34.451000,""""
20-49-34.452000,"""Sensor: 5. RSSI: 51"""
20-49-34.454000,"""Sensor: 1. RSSI: 58"""
20-49-34.458000,"""Sensor: 3. RSSI: 71"""
20-49-34.461000,"""Sensor: 4. RSSI: 55"""
20-49-34.464000,"""Sensor: 2. RSSI: 60"""
20-49-34.473000,"""COUNT 1 1 1 1 1"
20-49-34.474000,[0] 0 0 0 0 0
20-49-34.475000,[1] 48 0 0 0 0
20-49-34.476000,[2] 62 60 0 0 0
20-49-34.477000,[3] 51 44 44 0 0
20-49-34.477000,""""
20-49-34.480000,"""Sensor: 5. RSSI: 51"""
20-49-34.481000,"""Sensor: 1. RSSI: 58"""
20-49-34.482000,"""Sensor: 3. RSSI: 75"""
20-49-34.483000,"""Sensor: 4. RSSI: 55"""
20-49-34.484000,"""Sensor: 2. RSSI: 60"""
20-49-34.488000,"""Sensor: 5. RSSI: 51"""
20-49-34.497000,"""COUNT 1 1 1 1 2"
20-49-34.499000,[0] 0 0 0 0 0
20-49-34.500000,[1] 48 0 0 0 0
20-49-34.500000,[2] 62 58 0 0 0
20-49-34.501000,[3] 0 44 44 0 0
20-49-34.502000,""""
20-49-34.502000,"""Sensor: 1. RSSI: 58"""
20-49-34.503000,"""Sensor: 2. RSSI: 60"""
20-49-34.504000,"""Sensor: 4. RSSI: 55"""
20-49-34.504000,"""Sensor: 3. RSSI: 82"""
20-49-34.509000,"""Sensor: 5. RSSI: 51"""
20-49-34.521000,"""COUNT 1 1 1 1 1"
20-49-34.522000,[0] 0 0 0 0 55
20-49-34.523000,[1] 48 0 0 0 0
20-49-34.524000,[2] 62 56 0 0 0
20-49-34.525000,[3] 0 44 0 0 0
20-49-34.525000,""""
20-49-34.527000,"""Sensor: 1. RSSI: 58"""
20-49-34.528000,"""Sensor: 4. RSSI: 54"""
20-49-34.529000,"""Sensor: 3. RSSI: 92"""
20-49-34.530000,"""Sensor: 5. RSSI: 51"""
20-49-34.541000,"""Sensor: 1. RSSI: 58"""
20-49-34.547000,"""COUNT 2 0 1 1 1"
20-49-34.549000,[0] 0 0 60 51 0
20-49-34.550000,[1] 0 0 0 0 0
20-49-34.551000,[2] 62 55 0 0 0
20-49-34.551000,[3] 0 0 44 0 0
20-49-34.552000,""""
20-49-34.552000,"""Sensor: 4. RSSI: 54"""
20-49-34.553000,"""Sensor: 3. RSSI: 89"""
20-49-34.554000,"""Sensor: 1. RSSI: 58"""
20-49-34.555000,"""Sensor: 5. RSSI: 51"""
20-49-34.564000,"""Sensor: 4. RSSI: 54"""
20-49-34.565000,"""Sensor: 3. RSSI: 80"""
20-49-34.566000,"""Sensor: 1. RSSI: 58"""
20-49-34.571000,"""COUNT 2 0 2 2 1"
20-49-34.572000,[0] 0 0 0 0 0
20-49-34.572000,[1] 0 0 0 0 0
20-49-34.573000,[2] 62 0 0 0 0
20-49-34.574000,[3] 0 0 44 0 0
20-49-34.574000,""""
20-49-34.584000,"""Sensor: 4. RSSI: 54"""
20-49-34.585000,"""Sensor: 3. RSSI: 75"""
20-49-34.586000,"""Sensor: 1. RSSI: 58"""
20-49-34.587000,"""Sensor: 5. RSSI: 51"""
20-49-34.596000,"""COUNT 1 0 1 1 1"
20-49-34.597000,[0] 0 0 0 0 0
20-49-34.597000,[1] 0 0 0 0 0
20-49-34.598000,[2] 62 54 0 0 0
20-49-34.599000,[3] 0 44 44 0 0
20-49-34.600000,""""
20-49-34.600000,"""Sensor: 1. RSSI: 58"""
20-49-34.604000,"""Sensor: 4. RSSI: 55"""
20-49-34.606000,"""Sensor: 3. RSSI: 71"""
20-49-34.607000,"""Sensor: 2. RSSI: 60"""
20-49-34.611000,"""Sensor: 5. RSSI: 51"""
20-49-34.621000,"""COUNT 1 1 1 1 1"
20-49-34.622000,[0] 0 0 0 0 0
20-49-34.623000,[1] 48 0 0 0 0
20-49-34.624000,[2] 62 53 0 0 0
20-49-34.624000,[3] 0 0 44 0 0
20-49-34.625000,""""
20-49-34.626000,"""Sensor: 4. RSSI: 55"""
20-49-34.627000,"""Sensor: 3. RSSI: 69"""
20-49-34.628000,"""Sensor: 2. RSSI: 60"""
20-49-34.632000,"""Sensor: 5. RSSI: 52"""
20-49-34.641000,"""Sensor: 1. RSSI: 58"""
20-49-34.648000,"""COUNT 1 1 1 1 1"
20-49-34.649000,[0] 0 49 58 0 55
20-49-34.650000,[1] 0 0 0 0 0
20-49-34.652000,[2] 0 53 0 0 0
20-49-34.653000,[3] 0 44 44 0 0
20-49-34.654000,""""
20-49-34.654000,"""Sensor: 2. RSSI: 60"""
20-49-34.655000,"""Sensor: 5. RSSI: 52"""
20-49-34.656000,"""Sensor: 3. RSSI: 67"""
20-49-34.659000,"""Sensor: 4. RSSI: 55"""
20-49-34.661000,"""Sensor: 1. RSSI: 58"""
20-49-34.672000,"""COUNT 1 1 1 1 1"
20-49-34.672000,[0] 0 0 0 54 0
20-49-34.674000,[1] 0 0 0 0 0
20-49-34.675000,[2] 0 56 0 0 0
20-49-34.677000,[3] 0 44 44 0 0
20-49-34.678000,""""
20-49-34.678000,"""Sensor: 5. RSSI: 52"""
20-49-34.679000,"""Sensor: 3. RSSI: 67"""
20-49-34.680000,"""Sensor: 4. RSSI: 55"""
20-49-34.684000,"""Sensor: 1. RSSI: 58"""
20-49-34.688000,"""Sensor: 2. RSSI: 60"""
20-49-34.697000,"""COUNT 1 1 1 1 1"
20-49-34.697000,[0] 0 0 56 0 0
20-49-34.698000,[1] 0 0 0 0 0
20-49-34.699000,[2] 0 59 0 0 0
20-49-34.700000,[3] 53 44 44 0 0
20-49-34.701000,""""
20-49-34.701000,"""Sensor: 5. RSSI: 53"""
20-49-34.703000,"""Sensor: 1. RSSI: 58"""
20-49-34.703000,"""Sensor: 4. RSSI: 55"""
20-49-34.706000,"""Sensor: 2. RSSI: 60"""
20-49-34.714000,"""Sensor: 5. RSSI: 53"""
20-49-34.720000,"""COUNT 1 1 0 1 2"
20-49-34.722000,[0] 0 0 0 0 0
20-49-34.722000,[1] 0 0 0 0 0
20-49-34.723000,[2] 0 0 0 0 0
20-49-34.723000,[3] 53 44 44 0 0
20-49-34.725000,""""
20-49-34.726000,"""Sensor: 4. RSSI: 56"""
20-49-34.726000,"""Sensor: 1. RSSI: 58"""
20-49-34.727000,"""Sensor: 3. RSSI: 66"""
20-49-34.734000,"""Sensor: 5. RSSI: 53"""
20-49-34.739000,"""Sensor: 4. RSSI: 57"""
20-49-34.745000,"""COUNT 1 0 1 2 1"
20-49-34.747000,[0] 0 0 0 0 0
20-49-34.747000,[1] 0 0 0 0 0
20-49-34.748000,[2] 56 55 0 0 0
20-49-34.749000,[3] 53 0 44 0 0
20-49-34.751000,""""
20-49-34.752000,"""Sensor: 1. RSSI: 58"""
20-49-34.752000,"""Sensor: 3. RSSI: 68"""
20-49-34.754000,"""Sensor: 5. RSSI: 53"""
20-49-34.759000,"""Sensor: 4. RSSI: 58"""
20-49-34.765000,"""Sensor: 1. RSSI: 58"""
20-49-34.771000,"""COUNT 2 0 1 1 1"
20-49-34.772000,[0] 0 0 0 0 0
20-49-34.773000,[1] 0 0 0 0 0
20-49-34.773000,[2] 55 53 0 0 0
20-49-34.775000,[3] 0 44 44 0 0
20-49-34.776000,""""
20-49-34.777000,"""Sensor: 3. RSSI: 67"""
20-49-34.778000,"""Sensor: 1. RSSI: 58"""
20-49-34.779000,"""Sensor: 5. RSSI: 54"""
20-49-34.779000,"""Sensor: 4. RSSI: 58"""
20-49-34.790000,"""Sensor: 2. RSSI: 61"""
20-49-34.796000,"""COUNT 1 1 1 1 1"
20-49-34.798000,[0] 0 0 54 60 54
20-49-34.799000,[1] 0 0 0 0 0
20-49-34.800000,[2] 0 0 0 0 0
20-49-34.800000,[3] 0 0 44 0 0
20-49-34.801000,""""
20-49-34.801000,"""Sensor: 1. RSSI: 58"""
20-49-34.802000,"""Sensor: 4. RSSI: 58"""
20-49-34.809000,"""Sensor: 3. RSSI: 67"""
20-49-34.812000,"""Sensor: 5. RSSI: 55"""
20-49-34.814000,"""Sensor: 1. RSSI: 58"""
20-49-34.821000,"""COUNT 2 0 1 1 1"
20-49-34.822000,[0] 0 49 0 0 0
20-49-34.822000,[1] 0 0 0 0 0
20-49-34.823000,[2] 0 51 0 0 0
20-49-34.824000,[3] 53 44 44 0 0
20-49-34.825000,""""
20-49-34.825000,"""Sensor: 4. RSSI: 59"""
20-49-34.830000,"""Sensor: 3. RSSI: 67"""
20-49-34.835000,"""Sensor: 1. RSSI: 58"""
20-49-34.837000,"""Sensor: 5. RSSI: 56"""
20-49-34.845000,"""COUNT 1 0 1 1 1"
20-49-34.845000,[0] 0 0 0 0 0
20-49-34.847000,[1] 0 0 0 0 0
20-49-34.847000,[2] 56 51 0 0 0
20-49-34.848000,[3] 0 0 0 0 0
20-49-34.850000,""""
20-49-34.851000,"""Sensor: 3. RSSI: 67"""
20-49-34.856000,"""Sensor: 1. RSSI: 58"""
20-49-34.857000,"""Sensor: 5. RSSI: 57"""
20-49-34.861000,"""Sensor: 4. RSSI: 60"""
20-49-34.870000,"""COUNT 1 0 1 1 1"
20-49-34.871000,[0] 0 0 0 0 0
20-49-34.872000,[1] 0 0 0 0 0
20-49-34.873000,[2] 56 0 0 0 0
20-49-34.874000,[3] 0 0 44 0 0
20-49-34.875000,""""
20-49-34.875000,"""Sensor: 3. RSSI: 68"""
20-49-34.876000,"""Sensor: 1. RSSI: 58"""
20-49-34.878000,"""Sensor: 5. RSSI: 57"""
20-49-34.883000,"""Sensor: 4. RSSI: 60"""
20-49-34.894000,"""COUNT 1 0 1 1 1"
