23-03-06.055000,"""Scanner enabled\r\n""" 
23-08-05.264000,"6 48"""
23-08-05.264000,"2 44"""
23-08-05.274000,"3 47"""
23-08-05.275000,"8 45"""
23-08-05.275000,"1 53"""
23-08-05.289000,C 2 1 1 0 1 1 0 1
23-08-05.291000, 0 0 0 0 0 51 0 0
23-08-05.292000, 0 0 0 0 0 0 0 0
23-08-05.292000, 0 44 0 0 0 0 0 0
23-08-05.305000, 0 0 44 0 0 0 0 0
23-08-05.306000, 0 0 44 44 0 0 0 0
23-08-05.306000, 0 0 0 0 0 0 0 0
23-08-05.307000," 0 0 0 0 ""4 45"""
23-08-05.308000,"5 55"""
23-08-05.308000,"6 49"""
23-08-05.309000,"2 44"""
23-08-05.310000,"8 45"""
23-08-05.311000,"1 53"""
23-08-05.318000,"4 45"""
23-08-05.324000,"5 55"""
23-08-05.331000,C 1 1 0 2 2 1 0 1
23-08-05.337000, 0 0 0 46 63 0 0 0
23-08-05.338000, 0 0 0 0 0 0 0 0
23-08-05.338000, 0 0 0 0 0 0 0 0
23-08-05.339000, 0 0 44 0 0 0 0 0
23-08-05.343000, 0 0 44 44 0 0 0 0
23-08-05.345000, 0 0 44 44 44 0 0 0
23-08-05.346000," 0 0 0""6 49"""
23-08-05.347000,"3 47"""
23-08-05.349000,"4 45"""
23-08-05.356000,"8 45"""
23-08-05.356000,"5 55"""
23-08-05.357000,"6 48"""
23-08-05.368000,C 0 0 1 1 1 2 0 1
23-08-05.368000, 0 0 0 0 0 0 0 0
23-08-05.369000, 0 0 0 0 0 0 0 0
23-08-05.370000, 0 0 0 0 0 0 0 0
23-08-05.370000, 0 0 0 0 0 0 0 0
23-08-05.371000, 0 0 44 44 0 0 0 0
23-08-05.372000, 0 0 44 44 44 0 0 0
23-08-05.373000," 0 0 0 0 ""4 45"""
23-08-05.373000,"8 45"""
23-08-05.374000,"5 55"""
23-08-05.388000,"6 48"""
23-08-05.388000,"7 48"""
23-08-05.389000,"2 44"""
23-08-05.408000,C 0 1 0 1 1 1 1 1
23-08-05.418000, 0 0 0 0 0 0 0 0
23-08-05.419000, 0 0 44 0 0 0 0 0
23-08-05.420000, 0 0 0 0 0 0 0 0
23-08-05.420000, 0 0 0 0 0 0 0 0
23-08-05.421000, 0 44 0 44 0 0 0 0
23-08-05.422000, 0 44 0 44 44 0 0 0
23-08-05.422000," 0 44 0 ""5 55"""
23-08-05.423000,"6 48"""
23-08-05.424000,"7 48"""
23-08-05.439000,"2 44"""
23-08-05.440000,"8 45"""
23-08-05.440000,"4 45"""
23-08-05.442000,"5 55"""
23-08-05.451000,C 0 1 0 1 2 1 1 1
23-08-05.453000, 0 0 0 0 0 0 0 0
23-08-05.456000, 0 0 0 0 0 0 0 0
23-08-05.457000, 0 0 0 0 0 0 0 0
23-08-05.458000, 0 44 0 0 44 0 0 0
23-08-05.458000, 0 44 0 44 0 0 0 0
23-08-05.459000, 0 44 0 44 44 0 0 0
23-08-05.459000," 0 44 0""6 48"""
23-08-05.465000,"7 48"""
23-08-05.465000,"2 44"""
23-08-05.466000,"4 45"""
23-08-05.467000,"5 55"""
23-08-05.468000,"8 45"""
23-08-05.495000,C 0 1 0 1 1 1 1 1
23-08-05.499000, 0 0 0 0 0 0 0 0
23-08-05.499000, 0 0 0 0 0 0 0 0
23-08-05.500000, 0 0 0 0 0 0 0 0
23-08-05.501000, 0 44 44 0 44 0 0 0
23-08-05.501000, 0 44 44 44 0 0 0 0
23-08-05.502000, 53 44 44 44 44 0 0 0
23-08-05.504000," 0 ""1 53"""
23-08-05.506000,"6 48"""
23-08-05.506000,"2 44"""
23-08-05.506000,"7 48"""
23-08-05.512000,"3 47"""
23-08-05.512000,"5 55"""
23-08-05.513000,"8 45"""
23-08-05.513000,"1 53"""
23-08-05.515000,"6 48"""
23-08-05.529000,C 2 1 1 0 1 2 1 1
23-08-05.530000, 0 0 0 0 0 0 0 0
23-08-05.533000, 0 0 0 0 0 0 0 0
23-08-05.533000, 0 0 0 0 0 0 0 0
23-08-05.535000, 0 0 0 0 0 0 0 0
23-08-05.535000, 62 44 44 44 0 0 0 0
23-08-05.536000, 0 44 44 44 44 0 0 0
23-08-05.536000," 0 0 0""7 48"""
23-08-05.536000,"3 47"""
23-08-05.537000,"4 45"""
23-08-05.537000,"8 45"""
23-08-05.544000,"1 53"""
23-08-05.557000,"6 48"""
23-08-05.558000,"2 44"""
23-08-05.558000,"3 47"""
23-08-05.567000,C 1 1 2 1 0 1 1 1
23-08-05.569000, 0 0 0 0 0 0 0 53
23-08-05.570000, 61 0 0 0 0 0 0 0
23-08-05.571000, 57 44 0 0 0 0 0 0
23-08-05.571000, 0 0 0 0 0 0 0 0
23-08-05.572000, 0 0 0 0 0 0 0 0
23-08-05.573000, 0 44 44 44 44 0 0 0
23-08-05.573000," 0 0 0""4 45"""
23-08-05.575000,"5 56"""
23-08-05.585000,"1 53"""
23-08-05.585000,"6 48"""
23-08-05.585000,"2 44"""
23-08-05.586000,"7 48"""
23-08-05.587000,"3 47"""
23-08-05.587000,"8 45"""
23-08-05.612000,C 1 1 1 1 1 1 1 1
23-08-05.635000, 0 0 0 0 0 0 0 0
23-08-05.636000, 62 0 0 0 0 0 0 0
23-08-05.637000, 57 44 0 0 0 0 0 0
23-08-05.638000, 0 0 44 0 44 0 0 0
23-08-05.638000, 0 0 44 44 0 0 0 0
23-08-05.639000, 0 0 44 44 44 0 0 0
23-08-05.640000," 0 0""1 53"""
23-08-05.640000,"2 44"""
23-08-05.647000,"4 45"""
23-08-05.647000,"5 56"""
23-08-05.648000,"6 48"""
23-08-05.649000,"3 47"""
23-08-05.650000,"8 45"""
23-08-05.650000,"1 53"""
23-08-05.654000,C 2 1 1 1 1 1 0 1
23-08-05.657000, 0 0 0 46 63 51 0 0
23-08-05.658000, 61 0 0 44 44 44 44 0
23-08-05.658000, 0 44 0 0 0 0 0 0
23-08-05.659000, 0 0 44 0 44 0 0 0
23-08-05.659000, 0 0 44 44 0 0 0 0
23-08-05.661000," 0 0 44 44 44 0 0 0""2 44"""
23-08-05.662000,"4 45"""
23-08-05.668000,"5 56"""
23-08-05.669000,"6 48"""
23-08-05.669000,"3 47"""
23-08-05.670000,"7 48"""
23-08-05.670000,"8 45"""
23-08-05.671000,"1 53"""
23-08-05.671000,"2 44"""
23-08-05.674000,"5 56"""
23-08-05.694000,C 1 2 1 1 2 1 1 1
23-08-05.695000, 0 0 0 46 63 53 0 0
23-08-05.697000, 62 0 0 44 44 44 44 0
23-08-05.697000, 0 0 0 0 0 0 0 0
23-08-05.698000, 0 0 0 0 0 0 0 0
23-08-05.700000, 0 0 44 44 0 0 0 0
23-08-05.701000, 0 0 44 44 44 0 0 0
23-08-05.702000," ""6 48"""
23-08-05.702000,"7 48"""
23-08-05.703000,"8 45"""
23-08-05.707000,"1 53"""
23-08-05.708000,"5 56"""
23-08-05.711000,"6 48"""
23-08-05.715000,"7 48"""
23-08-05.731000,C 1 0 0 0 1 2 2 1
23-08-05.733000, 0 0 0 46 75 53 0 0
23-08-05.733000, 0 0 0 0 0 0 0 0
23-08-05.734000, 0 0 0 0 0 0 0 46
23-08-05.734000, 0 0 0 0 0 0 0 0
23-08-05.735000, 62 0 44 0 0 0 0 0
23-08-05.736000, 53 0 0 0 44 0 0 0
23-08-05.737000," 47 44""1 53"""
23-08-05.739000,"3 47"""
23-08-05.740000,"2 44"""
23-08-05.746000,"8 45"""
23-08-05.747000,"4 45"""
23-08-05.747000,"6 48"""
23-08-05.748000,"7 48"""
23-08-05.753000,"1 53"""
23-08-05.770000,C 2 1 1 1 0 1 1 1
23-08-05.772000, 0 0 57 0 0 0 0 0
23-08-05.799000, 62 0 0 44 44 0 0 0
23-08-05.799000, 0 0 0 0 0 0 0 0
23-08-05.801000, 0 0 0 0 0 0 0 0
23-08-05.801000, 0 0 0 0 0 0 0 0
23-08-05.802000, 53 0 0 44 44 0 0 0
23-08-05.802000," 47 44 ""2 44"""
23-08-05.803000,"4 45"""
23-08-05.806000,"5 56"""
23-08-05.807000,"6 48"""
23-08-05.807000,"7 48"""
23-08-05.808000,"8 45"""
23-08-05.808000,"2 44"""
23-08-05.809000,C 0 2 0 1 1 1 1 1
23-08-05.813000, 0 0 0 0 0 0 0 0
23-08-05.818000, 0 0 0 0 0 0 0 0
23-08-05.818000, 0 0 0 0 0 0 0 0
23-08-05.819000, 0 44 0 0 44 0 0 0
23-08-05.819000, 0 44 0 0 0 0 0 0
23-08-05.820000, 0 0 0 0 0 0 0 0
23-08-05.820000," 47 0 0 44 ""4 45"""
23-08-05.820000,"5 55"""
23-08-05.823000,"6 48"""
23-08-05.824000,"3 47"""
23-08-05.824000,"7 48"""
23-08-05.825000,"1 53"""
23-08-05.825000,"2 44"""
23-08-05.828000,"8 45"""
23-08-05.829000,"4 45"""
23-08-05.833000,"5 55"""
23-08-05.851000,C 1 1 1 2 2 1 1 1
23-08-05.855000, 0 0 57 0 0 0 0 0
23-08-05.855000, 62 0 44 0 0 0 0 0
23-08-05.856000, 0 0 0 0 0 0 0 0
23-08-05.857000, 0 44 0 0 44 0 0 0
23-08-05.857000, 62 44 0 0 0 0 0 0
23-08-05.857000, 0 44 0 44 44 0 0 0
23-08-05.858000," 0 4""6 48"""
23-08-05.859000,"2 44"""
23-08-05.859000,"3 47"""
23-08-05.860000,"7 48"""
23-08-05.866000,"1 53"""
23-08-05.866000,"8 45"""
23-08-05.867000,"4 45"""
23-08-05.867000,"5 55"""
23-08-05.870000,"6 48"""
23-08-05.890000,C 1 1 1 1 1 2 1 1
23-08-05.901000, 0 0 0 0 0 0 0 0
23-08-05.904000, 0 0 0 0 0 0 0 0
23-08-05.905000, 0 0 0 0 0 0 0 0
23-08-05.911000, 0 44 0 0 44 0 0 0
23-08-05.912000, 0 44 0 0 0 0 0 0
23-08-05.912000, 0 44 0 44 44 0 0 0
23-08-05.913000," 0 0 0 4""3 47"""
23-08-05.913000,"7 48"""
23-08-05.914000,"1 53"""
23-08-05.914000,"8 45"""
23-08-05.915000,"4 45"""
23-08-05.917000,"5 56"""
23-08-05.918000,"6 48"""
23-08-05.918000,"2 44"""
23-08-05.919000,"3 47"""
23-08-05.927000,C 1 1 2 1 1 1 1 1
23-08-05.931000, 0 0 0 0 0 0 0 0
23-08-05.932000, 0 0 44 0 0 0 0 0
23-08-05.934000, 0 0 0 0 0 0 0 47
23-08-05.935000, 0 44 0 0 44 0 0 0
23-08-05.936000, 0 44 0 0 0 0 0 0
23-08-05.936000, 0 44 0 44 44 0 0 0
23-08-05.937000," 0 0 0""1 53"""
23-08-05.938000,"4 45"""
23-08-05.938000,"5 55"""
23-08-05.941000,"6 48"""
23-08-05.942000,"2 44"""
23-08-05.946000,"3 47"""
23-08-05.953000,"8 45"""
23-08-05.954000,"7 48"""
23-08-05.954000,"1 53"""
23-08-05.971000,C 2 1 1 1 1 1 1 1
23-08-05.979000, 0 0 0 46 63 52 0 0
23-08-05.980000, 0 0 44 0 0 0 0 0
23-08-05.981000, 0 0 0 0 0 0 0 0
23-08-05.982000, 0 0 0 0 0 0 0 0
23-08-05.982000, 0 0 0 0 0 0 0 0
23-08-05.983000, 0 44 0 44 44 0 0 0
23-08-05.986000," 47 0 0""5 55"""
23-08-05.987000,"6 48"""
23-08-05.987000,"2 44"""
23-08-05.990000,"7 48"""
23-08-05.991000,"1 53"""
23-08-05.991000,"8 46"""
23-08-05.992000,"4 45"""
23-08-06.014000,C 1 1 0 1 1 1 1 1
23-08-06.015000, 0 0 0 0 63 0 0 0
23-08-06.015000, 0 0 0 0 0 0 0 0
23-08-06.016000, 0 0 0 0 0 0 0 0
23-08-06.016000, 46 0 0 0 44 0 0 0
23-08-06.017000, 62 44 0 0 0 0 0 0
23-08-06.017000, 53 0 0 44 44 0 0 0
23-08-06.018000," 47 0 ""5 56"""
23-08-06.022000,"6 48"""
23-08-06.022000,"2 44"""
23-08-06.022000,"3 45"""
23-08-06.025000,"7 48"""
23-08-06.025000,"1 53"""
23-08-06.026000,"8 46"""
23-08-06.027000,"4 45"""
23-08-06.029000,"5 56"""
23-08-06.034000,"6 48"""
23-08-06.053000,C 1 1 1 1 2 2 1 1
23-08-06.054000, 0 0 0 0 0 0 0 0
23-08-06.055000, 0 0 0 0 0 0 0 0
23-08-06.056000, 63 0 0 44 44 44 44 0
23-08-06.056000, 0 0 0 0 0 0 0 0
23-08-06.056000, 46 0 0 0 44 0 0 0
23-08-06.057000, 62 0 0 0 0 0 0 0
23-08-06.057000, 53 0 0 44 44 0 0 0
23-08-06.058000," 47""2 44"""
23-08-06.059000,"1 53"""
23-08-06.059000,"7 48"""
23-08-06.060000,"8 46"""
23-08-06.060000,"4 45"""
23-08-06.062000,"5 56"""
23-08-06.071000,"2 44"""
23-08-06.071000,"1 53"""
23-08-06.086000,C 2 2 0 1 1 0 1 1
23-08-06.086000, 0 0 0 0 0 0 0 0
23-08-06.087000, 63 0 0 0 0 0 0 0
23-08-06.088000, 0 0 0 0 0 0 0 0
23-08-06.088000, 46 0 0 0 44 0 0 0
23-08-06.089000, 63 0 0 0 0 0 0 0
23-08-06.089000, 0 0 0 0 0 0 0 0
23-08-06.090000," 0 0 0 0 0""2 44"""
23-08-06.091000,"8 46"""
23-08-06.095000,"5 56"""
23-08-06.099000,"6 48"""
23-08-06.103000,"7 48"""
23-08-06.105000,"3 47"""
23-08-06.131000,C 0 1 1 0 1 1 1 1
23-08-06.137000, 0 0 0 0 0 0 0 0
23-08-06.139000, 0 0 0 0 0 0 0 0
23-08-06.142000, 0 0 0 0 0 0 0 48
23-08-06.149000, 0 0 0 0 0 0 0 0
23-08-06.152000, 0 44 0 0 0 0 0 0
23-08-06.154000, 0 44 0 0 44 0 0 0
23-08-06.159000," 0 44 0 44""5 56"""
23-08-06.163000,"4 45"""
23-08-06.163000,"1 53"""
23-08-06.164000,"6 48"""
23-08-06.164000,"7 48"""
23-08-06.164000,"8 46"""
23-08-06.165000,"2 44"""
23-08-06.169000,C 1 1 0 1 1 1 1 1
23-08-06.171000, 0 0 57 0 0 0 0 0
23-08-06.174000, 63 0 0 0 0 0 0 0
23-08-06.175000, 0 0 0 0 0 0 0 0
23-08-06.176000, 0 0 0 0 44 0 0 0
23-08-06.176000, 0 44 0 0 0 0 0 0
23-08-06.180000, 0 0 0 44 44 0 0 0
23-08-06.180000," 0 0 0 4""5 56"""
23-08-06.182000,"4 45"""
23-08-06.182000,"3 47"""
23-08-06.190000,"6 48"""
23-08-06.191000,"2 44"""
23-08-06.191000,"8 46"""
23-08-06.192000,"1 53"""
23-08-06.193000,"5 56"""
23-08-06.208000,C 1 1 1 1 2 1 0 1
23-08-06.209000, 0 0 0 0 0 0 46 0
23-08-06.210000, 0 0 44 0 0 0 0 0
23-08-06.211000, 0 0 0 0 0 0 0 0
23-08-06.212000, 0 0 0 0 44 0 0 0
23-08-06.212000, 0 44 0 0 0 0 0 0
23-08-06.213000, 0 0 0 0 0 0 0 0
23-08-06.213000," 0 0 0 0 0""4 46"""
23-08-06.214000,"6 49"""
23-08-06.214000,"3 47"""
23-08-06.215000,"7 48"""
23-08-06.217000,"2 44"""
23-08-06.221000,"8 46"""
23-08-06.229000,"1 53"""
23-08-06.230000,"4 45"""
23-08-06.253000,C 1 1 1 2 0 1 1 1
23-08-06.255000, 0 0 0 48 77 52 46 0
23-08-06.255000, 63 0 0 0 0 44 44 51
23-08-06.256000, 58 44 0 0 0 0 44 50
23-08-06.256000, 0 0 0 0 44 0 0 0
23-08-06.257000, 0 0 0 0 0 0 0 0
23-08-06.258000, 0 0 0 0 0 0 0 0
23-08-06.259000," ""3 47"""
23-08-06.259000,"7 48"""
23-08-06.260000,"2 44"""
23-08-06.261000,"8 47"""
23-08-06.262000,"5 56"""
23-08-06.273000,"3 47"""
23-08-06.285000,C 0 1 2 0 1 0 1 1
23-08-06.287000, 0 0 0 0 0 0 0 0
23-08-06.290000, 0 0 0 0 0 0 0 0
23-08-06.290000, 0 44 0 0 0 0 44 51
23-08-06.291000, 0 0 0 0 0 0 0 0
23-08-06.291000, 0 0 0 0 0 0 0 0
23-08-06.292000, 0 0 0 0 0 0 0 0
23-08-06.293000," 0 0 0 0 0 ""1 53"""
23-08-06.294000,"2 44"""
23-08-06.294000,"4 45"""
23-08-06.295000,"5 56"""
23-08-06.306000,"8 48"""
23-08-06.311000,"1 53"""
23-08-06.326000,C 2 1 0 1 1 0 0 1
23-08-06.328000, 0 0 0 0 0 0 0 0
23-08-06.332000, 0 0 0 0 0 0 0 0
23-08-06.333000, 0 0 0 0 0 0 0 0
23-08-06.333000, 46 0 0 0 44 0 0 0
23-08-06.334000, 0 0 0 0 0 0 0 0
23-08-06.334000, 0 0 0 0 0 0 0 0
23-08-06.334000," 0 0 0 0 0 0""4 45"""
23-08-06.335000,"5 56"""
23-08-06.335000,"6 49"""
23-08-06.336000,"7 48"""
23-08-06.346000,"1 53"""
23-08-06.348000,"8 48"""
23-08-06.348000,"2 44"""
23-08-06.372000,C 1 1 0 1 1 1 1 1
23-08-06.373000, 0 0 0 0 0 0 0 0
23-08-06.374000, 64 0 0 44 44 44 0 0
23-08-06.375000, 0 0 0 0 0 0 0 0
23-08-06.376000, 46 44 0 0 44 0 0 0
23-08-06.379000, 62 0 0 0 0 0 0 0
23-08-06.379000, 53 0 0 44 44 0 0 0
23-08-06.380000," 47""4 45"""
23-08-06.381000,"5 56"""
23-08-06.381000,"6 49"""
23-08-06.384000,"3 46"""
23-08-06.384000,"1 53"""
23-08-06.387000,"8 48"""
23-08-06.388000,"2 44"""
23-08-06.389000,"4 45"""
23-08-06.395000,"5 56"""
23-08-06.413000,C 1 1 1 2 2 1 0 1
23-08-06.417000, 0 0 0 0 0 0 0 0
23-08-06.418000, 64 0 0 0 44 0 0 0
23-08-06.418000, 0 0 0 0 0 0 0 0
23-08-06.419000, 46 44 0 0 44 0 0 0
23-08-06.420000, 62 44 0 0 0 0 0 0
23-08-06.421000, 53 44 0 44 44 0 0 0
23-08-06.421000," 47""6 48"""
23-08-06.422000,"3 46"""
23-08-06.422000,"7 48"""
23-08-06.423000,"8 49"""
23-08-06.432000,"2 44"""
23-08-06.433000,"4 45"""
23-08-06.433000,"6 49"""
23-08-06.434000,"1 53"""
23-08-06.436000,"3 46"""
23-08-06.436000,"7 48"""
23-08-06.451000,C 1 1 2 1 0 2 2 1
23-08-06.457000, 0 0 0 0 0 0 0 0
23-08-06.458000, 0 0 0 0 0 0 0 0
23-08-06.459000, 0 0 0 44 44 44 44 53
23-08-06.461000, 0 44 0 0 44 0 0 0
23-08-06.462000, 0 0 0 0 0 0 0 0
23-08-06.463000, 0 44 0 44 44 0 0 0
23-08-06.464000," 0 4""2 44"""
23-08-06.464000,"8 49"""
23-08-06.465000,"4 45"""
23-08-06.469000,"5 57"""
23-08-06.470000,"7 48"""
23-08-06.471000,"1 52"""
23-08-06.471000,"3 46"""
23-08-06.488000,C 1 1 1 1 1 0 1 1
23-08-06.490000, 0 0 0 0 0 0 0 0
23-08-06.490000, 63 0 0 0 0 0 0 0
23-08-06.491000, 0 0 0 44 44 44 44 53
23-08-06.492000, 0 0 0 0 0 0 0 0
23-08-06.492000, 0 0 0 0 0 0 0 0
23-08-06.493000, 0 0 0 0 0 0 0 0
23-08-06.494000," 0 44 0 ""2 44"""
23-08-06.495000,"3 46"""
23-08-06.495000,"4 45"""
23-08-06.501000,"5 56"""
23-08-06.502000,"1 52"""
23-08-06.503000,"6 48"""
23-08-06.504000,"7 48"""
23-08-06.509000,"8 49"""
23-08-06.531000,C 1 1 1 1 1 1 1 1
23-08-06.532000, 0 0 57 0 0 0 0 0
23-08-06.533000, 0 0 0 0 0 0 0 0
23-08-06.533000, 0 0 0 0 0 0 0 0
23-08-06.534000, 0 0 0 0 0 0 0 0
23-08-06.534000, 62 0 0 0 0 0 0 0
23-08-06.535000, 53 0 0 44 44 0 0 0
23-08-06.536000," 0 0 0 44""1 52"""
23-08-06.536000,"4 45"""
23-08-06.555000,"3 46"""
23-08-06.556000,"5 56"""
23-08-06.556000,"6 48"""
23-08-06.557000,"7 48"""
23-08-06.557000,"2 44"""
23-08-06.558000,"8 49"""
23-08-06.558000,"1 52"""
23-08-06.577000,C 2 1 1 1 1 1 1 1
23-08-06.579000, 0 64 0 46 64 52 46 0
23-08-06.579000, 0 0 0 0 0 0 0 0
23-08-06.583000, 57 0 0 44 44 44 44 53
23-08-06.583000, 46 44 0 0 44 0 0 0
23-08-06.584000, 62 44 0 0 0 0 0 0
23-08-06.584000," 53 44 0 44 44 0 ""4 45"""
23-08-06.585000,"3 46"""
23-08-06.585000,"5 56"""
23-08-06.586000,"2 44"""
23-08-06.588000,"6 49"""
23-08-06.589000,"7 48"""
23-08-06.589000,"8 49"""
23-08-06.590000,"1 52"""
23-08-06.590000,"4 45"""
23-08-06.593000,"3 46"""
23-08-06.595000,"5 57"""
23-08-06.612000,C 1 1 2 2 2 1 1 1
23-08-06.616000, 0 0 0 0 0 0 0 0
23-08-06.618000, 64 0 0 44 44 0 44 0
23-08-06.619000, 57 0 0 44 44 44 44 53
23-08-06.619000, 46 0 0 0 44 0 0 0
23-08-06.620000, 62 0 0 0 0 0 0 0
23-08-06.622000, 0 0 0 0 0 0 0 0
23-08-06.622000," ""2 44"""
23-08-06.623000,"1 52"""
23-08-06.623000,"7 48"""
23-08-06.624000,"4 45"""
23-08-06.624000,"8 51"""
23-08-06.625000,"5 57"""
23-08-06.625000,"6 49"""
23-08-06.628000,"3 46"""
23-08-06.631000,"2 44"""
23-08-06.634000,"1 52"""
23-08-06.650000,C 2 2 1 1 1 1 1 1
23-08-06.657000, 0 0 0 0 0 0 0 0
23-08-06.657000, 63 0 0 44 44 0 0 0
23-08-06.658000, 0 44 0 44 44 44 44 0
23-08-06.659000, 0 0 0 0 0 0 0 0
23-08-06.661000, 0 0 0 0 0 0 0 0
23-08-06.662000, 53 0 0 44 44 0 0 0
23-08-06.663000," 0 ""2 44"""
23-08-06.663000,"8 49"""
23-08-06.669000,"4 45"""
23-08-06.669000,"5 57"""
23-08-06.671000,"3 46"""
23-08-06.675000,"6 48"""
23-08-06.687000,"7 47"""
23-08-06.688000,"1 52"""
23-08-06.689000,C 1 1 1 1 1 1 1 1
23-08-06.690000, 0 0 0 0 0 0 0 0
23-08-06.691000, 0 0 0 0 0 0 0 0
23-08-06.720000, 0 44 0 44 44 0 44 0
23-08-06.721000, 0 0 0 0 0 0 0 0
23-08-06.722000, 62 44 0 0 0 0 0 0
23-08-06.722000, 53 44 0 44 44 0 0 0
23-08-06.724000," 0 4""4 45"""
23-08-06.724000,"5 57"""
23-08-06.724000,"6 48"""
23-08-06.725000,"1 52"""
23-08-06.726000,"7 47"""
23-08-06.735000,"8 49"""
23-08-06.736000,"2 44"""
23-08-06.737000,C 1 1 0 1 1 1 1 1
23-08-06.737000, 0 0 0 0 0 0 0 0
23-08-06.737000, 64 0 0 0 0 0 0 0
23-08-06.740000, 0 0 0 0 0 0 0 0
23-08-06.740000, 46 44 0 0 44 0 0 0
23-08-06.741000, 62 44 0 0 0 0 0 0
23-08-06.741000, 0 0 0 0 0 0 0 0
23-08-06.742000," 47 0 0 ""4 45"""
23-08-06.746000,"3 46"""
23-08-06.747000,"5 57"""
23-08-06.747000,"6 48"""
23-08-06.748000,"1 52"""
23-08-06.748000,"7 47"""
23-08-06.749000,"8 49"""
23-08-06.749000,"2 44"""
23-08-06.750000,"4 45"""
23-08-06.752000,"3 46"""
23-08-06.755000,"5 57"""
23-08-06.772000,C 1 1 2 2 2 1 1 1
23-08-06.775000, 0 0 0 0 0 0 0 0
23-08-06.775000, 64 0 0 0 0 0 0 0
23-08-06.778000, 0 0 0 44 44 44 44 0
23-08-06.778000, 0 44 0 0 44 0 0 0
23-08-06.779000, 62 44 0 0 0 0 0 0
23-08-06.780000, 0 0 0 0 0 0 0 0
23-08-06.780000," 0 44""2 44"""
23-08-06.780000,"1 53"""
23-08-06.781000,"7 47"""
23-08-06.784000,"8 49"""
23-08-06.788000,"4 45"""
23-08-06.789000,"3 46"""
23-08-06.809000,C 1 1 1 1 0 0 1 1
23-08-06.811000, 0 0 0 0 0 0 0 0
23-08-06.811000, 0 0 0 0 0 0 0 0
23-08-06.812000, 0 0 0 44 44 44 44 0
23-08-06.812000, 0 44 0 0 44 0 0 0
23-08-06.813000, 0 0 0 0 0 0 0 0
23-08-06.813000, 0 0 0 0 0 0 0 0
23-08-06.815000," 0 44 0 ""1 52"""
23-08-06.815000,"7 47"""
23-08-06.816000,"8 49"""
23-08-06.816000,"4 45"""
23-08-06.819000,"5 58"""
23-08-06.823000,"6 48"""
23-08-06.831000,"1 53"""
23-08-06.856000,C 2 0 0 1 1 1 1 1
23-08-06.857000, 0 0 0 48 64 52 46 0
23-08-06.858000, 0 0 0 0 0 0 0 0
23-08-06.858000, 0 0 0 0 0 0 0 0
23-08-06.858000, 0 44 0 0 44 0 0 0
23-08-06.859000, 0 44 0 0 0 0 0 0
23-08-06.863000, 0 44 0 44 44 0 0 0
23-08-06.864000," 0 0""1 52"""
23-08-06.865000,"3 46"""
23-08-06.867000,"4 45"""
23-08-06.868000,"5 57"""
23-08-06.868000,"6 48"""
23-08-06.869000,"2 44"""
23-08-06.869000,"7 47"""
23-08-06.869000,"8 49"""
23-08-06.873000,"1 52"""
23-08-06.894000,C 2 1 1 1 1 1 1 1
23-08-06.897000, 0 65 0 46 63 51 0 0
23-08-06.898000, 0 0 0 0 0 0 0 0
23-08-06.899000, 57 0 0 44 44 44 44 0
23-08-06.900000, 0 0 0 0 0 0 0 0
23-08-06.902000, 0 44 0 0 0 0 0 0
23-08-06.903000, 0 44 0 44 44 0 0 0
23-08-06.907000," ""3 46"""
23-08-06.907000,"4 45"""
23-08-06.908000,"5 57"""
23-08-06.908000,"2 44"""
23-08-06.909000,"7 48"""
23-08-06.910000,"1 52"""
23-08-06.910000,"8 49"""
23-08-06.912000,"3 46"""
23-08-06.930000,C 1 1 2 1 1 0 1 1
23-08-06.936000, 0 0 0 0 0 0 0 0
23-08-06.937000, 0 0 0 0 0 0 0 0
23-08-06.937000, 57 0 0 44 44 44 44 0
23-08-06.938000, 46 44 0 0 44 0 0 0
23-08-06.939000, 0 0 0 0 0 0 0 0
23-08-06.940000, 0 0 0 0 0 0 0 0
23-08-06.941000," 0 0 0""4 45"""
23-08-06.941000,"2 44"""
23-08-06.942000,"6 48"""
23-08-06.942000,"7 47"""
23-08-06.943000,"1 52"""
23-08-06.944000,"8 49"""
23-08-06.950000,"3 46"""
23-08-06.950000,"4 45"""
23-08-06.955000,"5 57"""
23-08-06.972000,C 1 1 1 2 1 1 1 1
23-08-06.973000, 0 64 0 0 0 0 0 0
23-08-06.974000, 0 0 44 44 44 0 0 52
23-08-06.978000, 0 0 0 44 44 44 44 0
23-08-06.983000, 46 0 0 0 0 0 0 0
23-08-06.983000, 62 0 0 0 0 0 0 0
23-08-06.984000, 0 0 0 0 0 0 0 0
23-08-06.984000," 47""2 44"""
23-08-06.985000,"1 52"""
23-08-06.988000,"7 48"""
23-08-06.989000,"8 49"""
23-08-06.989000,"5 57"""
23-08-06.990000,"3 46"""
23-08-06.990000,"4 45"""
23-08-06.991000,"2 44"""
23-08-06.992000,"1 52"""
23-08-07.011000,C 2 2 1 1 1 0 1 1
23-08-07.019000, 0 0 0 0 0 0 0 0
23-08-07.019000, 0 0 44 44 44 44 44 0
23-08-07.021000, 0 0 0 44 44 44 44 0
23-08-07.021000, 46 0 0 0 44 0 0 0
23-08-07.022000, 0 0 0 0 0 0 0 0
23-08-07.023000, 0 0 0 0 0 0 0 0
23-08-07.024000," 0 ""2 44"""
23-08-07.025000,"8 49"""
23-08-07.025000,"3 46"""
