22-04-56.525000,"""Program init""" 
22-08-44.354000,[2] 71
22-08-44.356000,""""
22-08-44.357000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-44.361000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-44.363000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-44.366000,"""[RSP] Sensor: 4. RSSI: 79"""
22-08-44.371000,"""COUNT 1 1 1 1"
22-08-44.372000,[0] 58 68 75
22-08-44.373000,[1] 66 73
22-08-44.374000,[2] 71
22-08-44.374000,""""
22-08-44.377000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-44.380000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-44.385000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-44.390000,"""COUNT 1 1 1 0"
22-08-44.391000,[0] 58 68 0
22-08-44.392000,[1] 66 0
22-08-44.392000,[2] 71
22-08-44.393000,""""
22-08-44.406000,"""COUNT 0 0 0 0"
22-08-44.408000,[0] 0 0 0
22-08-44.408000,[1] 0 0
22-08-44.409000,[2] 0
22-08-44.409000,""""
22-08-44.420000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-44.427000,"""COUNT 0 1 0 0"
22-08-44.428000,[0] 0 0 0
22-08-44.429000,[1] 67 74
22-08-44.430000,[2] 0
22-08-44.430000,""""
22-08-44.447000,"""COUNT 0 0 0 0"
22-08-44.448000,[0] 0 0 0
22-08-44.448000,[1] 0 0
22-08-44.449000,[2] 0
22-08-44.449000,""""
22-08-44.466000,"""COUNT 0 0 0 0"
22-08-44.468000,[0] 0 0 0
22-08-44.468000,[1] 0 0
22-08-44.469000,[2] 0
22-08-44.469000,""""
22-08-44.472000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-44.487000,"""COUNT 1 0 0 0"
22-08-44.488000,[0] 0 0 0
22-08-44.489000,[1] 0 0
22-08-44.490000,[2] 0
22-08-44.490000,""""
22-08-44.492000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-44.495000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-44.499000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-44.503000,"""[RSP] Sensor: 4. RSSI: 79"""
22-08-44.509000,"""COUNT 1 1 1 1"
22-08-44.511000,[0] 58 67 75
22-08-44.512000,[1] 67 73
22-08-44.513000,[2] 73
22-08-44.513000,""""
22-08-44.516000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-44.518000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-44.521000,"""[RSP] Sensor: 4. RSSI: 79"""
22-08-44.525000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-44.529000,"""COUNT 1 1 1 1"
22-08-44.530000,[0] 0 0 0
22-08-44.531000,[1] 66 73
22-08-44.531000,[2] 71
22-08-44.532000,""""
22-08-44.534000,"""[RSP] Sensor: 3. RSSI: 70"""
22-08-44.538000,"""[RSP] Sensor: 4. RSSI: 80"""
22-08-44.541000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-44.545000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-44.550000,"""COUNT 1 1 1 1"
22-08-44.552000,[0] 58 67 75
22-08-44.552000,[1] 67 0
22-08-44.553000,[2] 72
22-08-44.553000,""""
22-08-44.555000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-44.559000,"""[RSP] Sensor: 4. RSSI: 79"""
22-08-44.562000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-44.565000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-44.568000,"""COUNT 1 0 2 1"
22-08-44.571000,[0] 0 68 75
22-08-44.572000,[1] 0 0
22-08-44.572000,[2] 71
22-08-44.573000,""""
22-08-44.576000,"""[RSP] Sensor: 4. RSSI: 79"""
22-08-44.578000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-44.581000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-44.583000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-44.587000,"""[RSP] Sensor: 4. RSSI: 79"""
22-08-44.590000,"""COUNT 1 1 1 2"
22-08-44.590000,[0] 58 0 0
22-08-44.592000,[1] 66 0
22-08-44.592000,[2] 73
22-08-44.593000,""""
22-08-44.596000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-44.599000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-44.601000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-44.604000,"""[RSP] Sensor: 4. RSSI: 80"""
22-08-44.611000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-44.612000,"""COUNT 2 1 1 1"
22-08-44.612000,[0] 58 67 0
22-08-44.613000,[1] 67 0
22-08-44.613000,[2] 71
22-08-44.614000,""""
22-08-44.616000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-44.619000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-44.622000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-44.625000,"""[RSP] Sensor: 4. RSSI: 79"""
22-08-44.631000,"""COUNT 1 1 1 1"
22-08-44.631000,[0] 58 67 75
22-08-44.633000,[1] 66 73
22-08-44.633000,[2] 72
22-08-44.634000,""""
22-08-44.637000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-44.640000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-44.642000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-44.646000,"""[RSP] Sensor: 4. RSSI: 79"""
22-08-44.650000,"""COUNT 1 1 1 1"
22-08-44.651000,[0] 58 67 75
22-08-44.652000,[1] 67 73
22-08-44.653000,[2] 71
22-08-44.654000,""""
22-08-44.656000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-44.659000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-44.662000,"""[RSP] Sensor: 4. RSSI: 79"""
22-08-44.665000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-44.668000,"""COUNT 1 1 1 1"
22-08-44.669000,[0] 0 0 0
22-08-44.670000,[1] 0 0
22-08-44.671000,[2] 71
22-08-44.671000,""""
22-08-44.674000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-44.676000,"""[RSP] Sensor: 4. RSSI: 80"""
22-08-44.680000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-44.684000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-44.690000,"""COUNT 1 1 1 1"
22-08-44.691000,[0] 58 67 75
22-08-44.692000,[1] 66 74
22-08-44.693000,[2] 73
22-08-44.694000,""""
22-08-44.696000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-44.699000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-44.702000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-44.705000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-44.709000,"""COUNT 1 1 2 0"
22-08-44.710000,[0] 58 67 0
22-08-44.711000,[1] 66 0
22-08-44.712000,[2] 0
22-08-44.712000,""""
22-08-44.715000,"""[RSP] Sensor: 4. RSSI: 79"""
22-08-44.717000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-44.720000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-44.723000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-44.727000,"""[RSP] Sensor: 4. RSSI: 79"""
22-08-44.730000,"""COUNT 1 1 1 2"
22-08-44.730000,[0] 58 0 0
22-08-44.732000,[1] 67 0
22-08-44.732000,[2] 72
22-08-44.733000,""""
22-08-44.736000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-44.739000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-44.741000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-44.747000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-44.750000,"""COUNT 2 1 1 0"
22-08-44.751000,[0] 58 67 0
22-08-44.752000,[1] 66 0
22-08-44.753000,[2] 71
22-08-44.753000,""""
22-08-44.756000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-44.760000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-44.762000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-44.765000,"""[RSP] Sensor: 4. RSSI: 80"""
22-08-44.770000,"""COUNT 1 1 1 1"
22-08-44.771000,[0] 58 67 75
22-08-44.772000,[1] 67 74
22-08-44.774000,[2] 0
22-08-44.774000,""""
22-08-44.775000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-44.778000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-44.781000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-44.785000,"""[RSP] Sensor: 4. RSSI: 80"""
22-08-44.790000,"""COUNT 1 1 1 1"
22-08-44.790000,[0] 58 67 75
22-08-44.791000,[1] 67 0
22-08-44.792000,[2] 0
22-08-44.792000,""""
22-08-44.795000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-44.798000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-44.802000,"""[RSP] Sensor: 4. RSSI: 80"""
22-08-44.805000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-44.808000,"""COUNT 1 1 1 1"
22-08-44.810000,[0] 0 67 75
22-08-44.811000,[1] 0 0
22-08-44.812000,[2] 71
22-08-44.812000,""""
22-08-44.815000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-44.817000,"""[RSP] Sensor: 4. RSSI: 79"""
22-08-44.821000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-44.824000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-44.830000,"""COUNT 1 1 1 1"
22-08-44.831000,[0] 58 67 75
22-08-44.832000,[1] 67 73
22-08-44.833000,[2] 71
22-08-44.833000,""""
22-08-44.836000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-44.843000,"""[RSP] Sensor: 4. RSSI: 79"""
22-08-44.844000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-44.845000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-44.848000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-44.850000,"""COUNT 1 1 2 1"
22-08-44.852000,[0] 58 67 0
22-08-44.853000,[1] 67 73
22-08-44.853000,[2] 71
22-08-44.854000,""""
22-08-44.856000,"""[RSP] Sensor: 4. RSSI: 79"""
22-08-44.860000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-44.862000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-44.866000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-44.869000,"""[RSP] Sensor: 4. RSSI: 79"""
22-08-44.869000,"""COUNT 1 1 1 2"
22-08-44.871000,[0] 58 0 0
22-08-44.872000,[1] 70 73
22-08-44.873000,[2] 71
22-08-44.874000,""""
22-08-44.877000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-44.879000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-44.881000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-44.885000,"""[RSP] Sensor: 4. RSSI: 79"""
22-08-44.888000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-44.891000,"""COUNT 2 1 1 1"
22-08-44.893000,[0] 58 67 75
22-08-44.894000,[1] 67 74
22-08-44.895000,[2] 71
22-08-44.896000,""""
22-08-44.899000,"""[RSP] Sensor: 4. RSSI: 79"""
22-08-44.908000,"""COUNT 0 0 0 1"
22-08-44.908000,[0] 0 0 76
22-08-44.909000,[1] 0 0
22-08-44.911000,[2] 0
22-08-44.912000,""""
22-08-44.915000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-44.919000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-44.924000,"""[RSP] Sensor: 4. RSSI: 79"""
22-08-44.929000,"""COUNT 0 1 1 1"
22-08-44.930000,[0] 58 68 76
22-08-44.931000,[1] 0 74
22-08-44.932000,[2] 73
22-08-44.933000,""""
22-08-44.935000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-44.939000,"""[RSP] Sensor: 4. RSSI: 79"""
22-08-44.948000,"""COUNT 0 0 1 1"
22-08-44.949000,[0] 0 68 75
22-08-44.950000,[1] 0 0
22-08-44.951000,[2] 72
22-08-44.951000,""""
22-08-44.955000,"""[RSP] Sensor: 4. RSSI: 79"""
22-08-44.967000,"""COUNT 0 0 0 1"
22-08-44.968000,[0] 0 0 0
22-08-44.969000,[1] 0 0
22-08-44.970000,[2] 0
22-08-44.970000,""""
22-08-44.972000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-44.975000,"""[RSP] Sensor: 4. RSSI: 79"""
22-08-44.984000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-44.987000,"""COUNT 0 0 2 1"
22-08-44.989000,[0] 0 0 0
22-08-44.989000,[1] 0 0
22-08-44.990000,[2] 71
22-08-44.991000,""""
22-08-44.993000,"""[RSP] Sensor: 4. RSSI: 79"""
22-08-45.000000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-45.005000,"""[RSP] Sensor: 4. RSSI: 79"""
22-08-45.007000,"""COUNT 0 0 1 2"
22-08-45.008000,[0] 0 0 0
22-08-45.009000,[1] 0 0
22-08-45.010000,[2] 71
22-08-45.011000,""""
22-08-45.017000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-45.021000,"""[RSP] Sensor: 4. RSSI: 79"""
22-08-45.028000,"""COUNT 0 0 1 1"
22-08-45.029000,[0] 0 0 0
22-08-45.030000,[1] 66 74
22-08-45.031000,[2] 71
22-08-45.032000,""""
22-08-45.034000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-45.037000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-45.046000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-45.048000,"""COUNT 0 2 1 0"
22-08-45.049000,[0] 0 0 0
22-08-45.050000,[1] 66 0
22-08-45.051000,[2] 72
22-08-45.052000,""""
22-08-45.054000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-45.058000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-45.061000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-45.063000,"""[RSP] Sensor: 4. RSSI: 79"""
22-08-45.070000,"""COUNT 1 1 1 1"
22-08-45.071000,[0] 58 68 77
22-08-45.073000,[1] 67 73
22-08-45.074000,[2] 0
22-08-45.074000,""""
22-08-45.076000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-45.079000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-45.081000,"""[RSP] Sensor: 3. RSSI: 70"""
22-08-45.085000,"""[RSP] Sensor: 4. RSSI: 79"""
22-08-45.090000,"""COUNT 1 1 1 1"
22-08-45.091000,[0] 58 68 76
22-08-45.093000,[1] 67 79
22-08-45.093000,[2] 72
22-08-45.094000,""""
22-08-45.096000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-45.099000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-45.101000,"""[RSP] Sensor: 4. RSSI: 79"""
22-08-45.105000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-45.109000,"""COUNT 1 1 1 1"
22-08-45.110000,[0] 0 0 0
22-08-45.111000,[1] 67 75
22-08-45.113000,[2] 71
22-08-45.113000,""""
22-08-45.115000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-45.118000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-45.121000,"""[RSP] Sensor: 4. RSSI: 79"""
22-08-45.124000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-45.126000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-45.130000,"""COUNT 1 2 1 1"
22-08-45.131000,[0] 58 67 75
22-08-45.133000,[1] 67 73
22-08-45.134000,[2] 71
22-08-45.135000,""""
22-08-45.137000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-45.140000,"""[RSP] Sensor: 4. RSSI: 79"""
22-08-45.143000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-45.146000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-45.149000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-45.151000,"""COUNT 1 1 2 1"
22-08-45.152000,[0] 58 67 0
22-08-45.153000,[1] 67 74
22-08-45.154000,[2] 71
22-08-45.154000,""""
22-08-45.157000,"""[RSP] Sensor: 4. RSSI: 79"""
22-08-45.160000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-45.163000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-45.167000,"""[RSP] Sensor: 4. RSSI: 79"""
22-08-45.170000,"""COUNT 1 1 0 2"
22-08-45.171000,[0] 58 0 75
22-08-45.177000,[1] 67 73
22-08-45.178000,[2] 0
22-08-45.178000,""""
22-08-45.179000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-45.180000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-45.182000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-45.184000,"""[RSP] Sensor: 4. RSSI: 79"""
22-08-45.189000,"""COUNT 1 1 1 1"
22-08-45.191000,[0] 58 67 75
22-08-45.192000,[1] 0 74
22-08-45.192000,[2] 71
22-08-45.193000,""""
22-08-45.195000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-45.198000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-45.201000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-45.204000,"""[RSP] Sensor: 4. RSSI: 79"""
22-08-45.210000,"""COUNT 1 1 1 1"
22-08-45.211000,[0] 58 68 75
22-08-45.212000,[1] 67 73
22-08-45.214000,[2] 72
22-08-45.215000,""""
22-08-45.216000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-45.220000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-45.222000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-45.225000,"""[RSP] Sensor: 4. RSSI: 79"""
22-08-45.230000,"""COUNT 1 1 1 1"
22-08-45.231000,[0] 58 67 75
22-08-45.232000,[1] 66 73
22-08-45.233000,[2] 71
22-08-45.234000,""""
22-08-45.237000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-45.240000,"""[RSP] Sensor: 4. RSSI: 79"""
22-08-45.244000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-45.248000,"""COUNT 1 0 1 1"
22-08-45.249000,[0] 0 0 0
22-08-45.250000,[1] 67 73
22-08-45.251000,[2] 71
22-08-45.251000,""""
22-08-45.254000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-45.259000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-45.261000,"""[RSP] Sensor: 4. RSSI: 79"""
22-08-45.264000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-45.266000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-45.270000,"""COUNT 1 2 1 1"
22-08-45.272000,[0] 58 67 75
22-08-45.272000,[1] 67 73
22-08-45.273000,[2] 71
22-08-45.274000,""""
22-08-45.276000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-45.280000,"""[RSP] Sensor: 4. RSSI: 79"""
22-08-45.282000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-45.286000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-45.288000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-45.291000,"""COUNT 1 1 2 1"
22-08-45.292000,[0] 58 68 0
22-08-45.292000,[1] 68 73
22-08-45.293000,[2] 71
22-08-45.293000,""""
22-08-45.297000,"""[RSP] Sensor: 4. RSSI: 79"""
22-08-45.299000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-45.303000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-45.306000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-45.308000,"""[RSP] Sensor: 4. RSSI: 79"""
22-08-45.311000,"""COUNT 1 1 1 2"
22-08-45.311000,[0] 58 67 0
22-08-45.312000,[1] 66 73
22-08-45.313000,[2] 71
22-08-45.314000,""""
22-08-45.316000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-45.319000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-45.323000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-45.326000,"""[RSP] Sensor: 4. RSSI: 79"""
22-08-45.328000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-45.330000,"""COUNT 2 1 1 1"
22-08-45.331000,[0] 58 68 0
22-08-45.332000,[1] 67 74
22-08-45.333000,[2] 0
22-08-45.334000,""""
22-08-45.336000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-45.339000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-45.342000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-45.345000,"""[RSP] Sensor: 4. RSSI: 79"""
22-08-45.350000,"""COUNT 1 1 1 1"
22-08-45.351000,[0] 58 67 75
22-08-45.352000,[1] 67 73
22-08-45.353000,[2] 73
22-08-45.354000,""""
22-08-45.356000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-45.359000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-45.362000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-45.365000,"""[RSP] Sensor: 4. RSSI: 79"""
22-08-45.370000,"""COUNT 1 1 1 1"
22-08-45.371000,[0] 58 68 75
22-08-45.372000,[1] 66 73
22-08-45.373000,[2] 71
22-08-45.374000,""""
22-08-45.376000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-45.379000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-45.382000,"""[RSP] Sensor: 4. RSSI: 79"""
22-08-45.385000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-45.388000,"""COUNT 1 1 1 1"
22-08-45.389000,[0] 0 0 0
22-08-45.390000,[1] 66 0
22-08-45.391000,[2] 71
22-08-45.392000,""""
22-08-45.394000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-45.397000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-45.400000,"""[RSP] Sensor: 4. RSSI: 79"""
22-08-45.403000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-45.406000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-45.409000,"""COUNT 1 2 1 1"
22-08-45.411000,[0] 58 67 75
22-08-45.412000,[1] 66 74
22-08-45.413000,[2] 0
22-08-45.414000,""""
22-08-45.416000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-45.420000,"""[RSP] Sensor: 4. RSSI: 79"""
22-08-45.422000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-45.426000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-45.427000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-45.431000,"""COUNT 1 1 2 1"
22-08-45.433000,[0] 58 67 75
22-08-45.433000,[1] 67 73
22-08-45.434000,[2] 72
22-08-45.434000,""""
22-08-45.436000,"""[RSP] Sensor: 4. RSSI: 80"""
22-08-45.440000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-45.443000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-45.445000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-45.448000,"""[RSP] Sensor: 4. RSSI: 79"""
22-08-45.450000,"""COUNT 1 1 1 2"
22-08-45.451000,[0] 58 0 0
22-08-45.452000,[1] 66 75
22-08-45.453000,[2] 72
22-08-45.454000,""""
22-08-45.456000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-45.461000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-45.462000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-45.465000,"""[RSP] Sensor: 4. RSSI: 79"""
22-08-45.468000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-45.470000,"""COUNT 2 1 1 1"
22-08-45.472000,[0] 58 67 0
22-08-45.473000,[1] 66 74
22-08-45.474000,[2] 71
22-08-45.474000,""""
22-08-45.477000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-45.480000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-45.482000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-45.485000,"""[RSP] Sensor: 4. RSSI: 79"""
22-08-45.490000,"""COUNT 1 1 1 1"
22-08-45.491000,[0] 59 68 77
22-08-45.492000,[1] 66 73
22-08-45.493000,[2] 72
22-08-45.494000,""""
22-08-45.496000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-45.499000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-45.502000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-45.506000,"""[RSP] Sensor: 4. RSSI: 78"""
22-08-45.510000,"""COUNT 1 1 1 1"
22-08-45.511000,[0] 58 67 75
22-08-45.512000,[1] 66 73
22-08-45.513000,[2] 72
22-08-45.514000,""""
22-08-45.517000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-45.520000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-45.523000,"""[RSP] Sensor: 4. RSSI: 79"""
22-08-45.526000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-45.529000,"""COUNT 1 1 1 1"
22-08-45.530000,[0] 0 0 0
22-08-45.531000,[1] 0 0
22-08-45.531000,[2] 71
22-08-45.532000,""""
22-08-45.535000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-45.538000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-45.540000,"""[RSP] Sensor: 4. RSSI: 79"""
22-08-45.543000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-45.546000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-45.551000,"""COUNT 1 2 1 1"
22-08-45.552000,[0] 58 67 75
22-08-45.553000,[1] 66 73
22-08-45.560000,[2] 71
22-08-45.561000,""""
22-08-45.561000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-45.562000,"""[RSP] Sensor: 4. RSSI: 79"""
22-08-45.563000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-45.565000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-45.568000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-45.571000,"""COUNT 1 1 2 1"
22-08-45.571000,[0] 58 67 0
22-08-45.572000,[1] 66 74
22-08-45.573000,[2] 71
22-08-45.573000,""""
22-08-45.576000,"""[RSP] Sensor: 4. RSSI: 80"""
22-08-45.579000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-45.582000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-45.586000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-45.588000,"""[RSP] Sensor: 4. RSSI: 79"""
22-08-45.589000,"""COUNT 1 1 1 2"
22-08-45.592000,[0] 58 67 0
22-08-45.592000,[1] 67 0
22-08-45.593000,[2] 72
22-08-45.594000,""""
22-08-45.597000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-45.598000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-45.601000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-45.605000,"""[RSP] Sensor: 4. RSSI: 79"""
22-08-45.607000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-45.610000,"""COUNT 2 1 1 1"
22-08-45.611000,[0] 58 0 0
22-08-45.612000,[1] 66 74
22-08-45.614000,[2] 72
22-08-45.614000,""""
22-08-45.616000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-45.619000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-45.622000,"""[RSP] Sensor: 3. RSSI: 71"""
22-08-45.625000,"""[RSP] Sensor: 4. RSSI: 79"""
22-08-45.630000,"""COUNT 1 1 1 1"
22-08-45.631000,[0] 58 68 76
22-08-45.632000,[1] 66 75
22-08-45.633000,[2] 72
22-08-45.633000,""""
22-08-45.636000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-45.639000,"""[RSP] Sensor: 2. RSSI: 60"""
